เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2022-10,RY1,ASTON MARTIN,DB11 V8 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A4 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A5 CP 40 TFSI S line,21,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A5 CP 45 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A5 SB 40 TFSI S line,23,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A5 SB 45 TFSI q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A6 AV 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A7 SB 45 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A7 SB 45 TFSI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,A8 L 55 TFSI q Prestige,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,e-tron SB 55 q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,Q3 35 TFSI,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,Q3 35 TFSI S line,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,Q3 40 TFSI q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,Q3 SB 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,Q3 SB 40 TFSI q S line BE,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,Q7 45 TDI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,Q8 55 TFSI q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,RS 5 Coupe quattro,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,RS 7 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,RS Q3 Sportback quattro,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,S3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,TT Coupe 45 TFSI q S line,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,AUDI,TT RS Coupe q,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BENTLEY,BENTAYGA HYBRID,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BENTLEY,CONTINENTAL GT,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BENTLEY,CONTINENTAL GT V8,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BENTLEY,FLYING SPUR HYBRID,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BENTLEY,FLYING SPUR V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,218i Gran Coupe RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,220i Gran Coupe M Sport,97,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,220i Gran Coupe Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,320d GT Luxury,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,320d GT Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,320d Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,320d M Sport,110,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,320d Sport,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,320Li Limousine RHD,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,330e,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,330e M Sport,111,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,330Li Limousine RHD,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,430i Cabrio RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,430i Coupe RHD,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,520d M Sport,70,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,520d Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,530e Elite,21,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,530e Highline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,530e M Sport,57,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,630d Gran Turismo RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,630i Gran Turismo RHD,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,730Ld M Sport,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,730Ld Pure Excellence,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,740Le xDrive M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-10,RY1,BMW,745Le xDrive M Sport,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
