เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2024-02,RY1,AION,AION ES,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AION,AION Y PLUS,341,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,ASTON MARTIN,DBX,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,ASTON MARTIN,DBX 707,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A5 CP 40 TFSI S line,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A5 SB 40 TFSI S line,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A5 SB 45 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A6 AV 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,A8 L 55 TFSI q Prestige,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,e-tron SB 55 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q3 35 TFSI S line,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q3 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q3 SB 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q5 55 TFSI e q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q5 55 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q7 45 TDI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q8 60 TFSI e q S line BE,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,Q8 SB etron 55 q Sline BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS 3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS 4 AV q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS 5 Coupe quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS 6 Avant q performance,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS 7 SB q performance,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS Q3 Sportback quattro,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,RS Q8 q,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,TT Coupe 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,TT Coupe Final Icon Black,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,TT COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,AUDI,TT RD Final Icon Black,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,BENTLEY,BENTAYGA HYBRID,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,BENTLEY,FLYING SPUR HYBRID,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,BMW,220i Gran Coupe M Sport,91,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,BMW,320d M Sport,129,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,BMW,320Li,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,BMW,320Li Limousine LWB RHD,23,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-02,RY1,BMW,320Li Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
