เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2022-05,RY1,ALFA ROMEO,,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,ASTON MARTIN,DBX,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A1 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A5 CP 40 TFSI S line,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A5 CP 45 TFSI q S line BE,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A5 SB 40 TFSI S line,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A5 SB 45 TFSI q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A6 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,A7 SB 45 TFSI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,e-tron 55 q,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q3 35 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q3 35 TFSI S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q3 40 TFSI q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q3 SB 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q3 SB 40 TFSI q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q5 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q7 45 TDI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,Q8 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,R8 SPYDER V10 PERFORMANCE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,R8 V10 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,RS 5 Coupe quattro,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,RS 6 Avant quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,RS Q3 Sportback quattro,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,TT Coupe 45 TFSI q S line,26,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,TT RD 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,AUDI,TT RS Coupe q,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,BENTLEY,BENTAYGA HYBRID,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-05,RY1,BENTLEY,BENTAYGA V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
