เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2024-01,RY1,AION,AION ES,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AION,AION Y PLUS,179,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,ASTON MARTIN,VANTAGE F1 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A4 40 TFSI S line IB,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A5,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A5 CP 40 TFSI S line,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A5 CP 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A5 SB 40 TFSI S line,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,A7 SB 45 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,e-tron SB 55 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q3 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q3 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q3 SB 40 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q5 55 TFSI e q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q5 55 TFSI e q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q7 60 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q8 60 TFSI e q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,Q8 SB etron 55 q Sline BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-01,RY1,AUDI,RS 4 Avant q competition,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
