เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2026-01,RY1,AION,AION ES,221,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,AION UT 420 STANDARD,809,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,AION UT 500 PREMIUM,709,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,AION V 505 PREMIUM,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,AION V 602 LUXURY,1255,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,AION Y PLUS,496,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,AION Y PLUS 490 PREMIUM,391,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,HYPTEC HT 620 LUXURY,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AION,HYPTEC HT 620 PREMIUM,535,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A1 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 Avant e-hybrid q Tech Pro,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 CP 40 TFSI S line,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 CP 40 TFSI S line eo,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 CP 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 SB 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 SB 40 TFSI S line eo,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 SB 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 SB e-hybrid q Tech Plus,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A5 SB e-hybrid q Tech Pro,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A7 SB 55 TFSIe q Sline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,A8L 60 TFSIe q Pstg Sline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q3 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q3 SB 40 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q5 55 TFSI e q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q8 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q8 etron 55 q BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q8 SB etron 55 q Sline BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,Q8 TFSI e q S line edition one,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,RS 4 AV q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,RS 5 Coupe q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,RS 7 SB q performance,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,RS Q3 SB edition 10 years,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,RS Q8 q,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,S3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,TT Coupe 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,TT Coupe Final Icon Black,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,TT RS Coupe q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AUDI,TT RS Heritage Edition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AVATR,AVATR 11 LONG RANGE,42,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,AVATR,AVATR 11 STANDARD RANGE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BENTLEY,BENTAYGA HYBRID,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BENTLEY,FLYING SPUR AZURE HYBRID,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,220 Gran Coupe M Sport Pr,58,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,220i Gran Coupe M Sport,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,320d M Sport,130,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,320d Sport,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,320Li Limousine LWB RHD,25,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,330e M Sport,49,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,330Li,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,420i Coupe RHD,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,430i Cabrio RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,430i Convertible RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,430i Coupe RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,520d M Sport,22,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,520d M Sport Pro,37,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,530e Elite,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,530e Inspiring,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,530e M Sport,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,530e M Sport Pro,34,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,740d M Sport,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,750e xDrive M Sport,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,i4 eDrive35 Gran Coupe RH,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,i4 M50 Gran Coupe RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,i5 eDrive40 RHD,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,i5 eDrive40 Touring RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,i5 M60 xDrive RHD,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,i7 eDrive50 RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,i7 xDrive60 Limousine RHD,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,iX xDrive40 RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,iX xDrive50 RHD,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,iX1 eDrive20L,50,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,iX3 M Sport RHD,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,M2 Coupe RHD MX,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,M2 RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,M240i xDrive Coupe RHD MX,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,M340i xDrive,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,M4 COMPETITION COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,M440i xDrive Coupe RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,M760e xDrive,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X1 sDrive18i,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X1 sDrive20i M Sport,119,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X1 sDrive20i xLine,14,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 20d xDrive M Sport Pro,73,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 20d xDrive RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 M50 xDrive,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 M50 xDrive RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 xDrive20d M Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 xDrive20d xLine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 xDrive30e M Sport,14,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X3 xDrive30e xLine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X4 M RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X4 xDrive20d RHD,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X5 xDrive30d M Sport,27,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X5 xDrive30d xLine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X5 xDrive50e RHD,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X6 xDrive40i M Sport,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X7 M50d RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,X7 xDrive40d M Sport,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,XM 50e RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,Z4 sDrive30i RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BMW,None,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD ATTO 3,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD ATTO3 (410KM-DYNAMIC),1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD ATTO3 (410KM-PREMIUM),1384,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD ATTO3 (480KM-EXT),2691,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD DOLPHIN (435KM-STD),5061,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD DOLPHIN (490KM-EXT),830,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD DOLPHIN EXD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD M6 DYNAMIC,38,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD M6 EXTENDED,281,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEAL 5 DM-i PREMIUM,168,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEAL EXD AWD,40,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEAL EXD RWD,291,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEAL STD RWD,294,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEALION 6,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEALION 6 DM-i DYNAMIC,125,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEALION 6 DM-i PREMIUM,427,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEALION 7 AWD,449,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,BYD SEALION 7 RWD,702,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,BYD,E6,24,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,CHANGAN,LUMIN L DC,240,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,CHERY,V23 2WD PLAY,257,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,CHERY,V23 2WD PLUS,546,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,CHERY,V23 4WD PEAK,534,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,CHEVROLET,CAPTIVA,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DAIHATSU,MOVE CANBUS STRIPES G TURBO,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,E07 PERFORMANCE AWD,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,E07 PLUS,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,HUNTER K50,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,L07,87,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,L07 S,80,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,S05 MAX,1927,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,S05 PLUS,92,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,S05 REEV MAX,320,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,S07,448,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2026-01,RY1,DEEPAL,S07 L,614,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
