เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2022-11,RY1,ASTON MARTIN,VANTAGE COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A3 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A4 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A5 CP 40 TFSI S line,21,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A5 CP 45 TFSI q S line BE,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A5 SB 40 TFSI S line,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A5 SB 45 TFSI q S line BE,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A7 SB 45 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A7 SB 45 TFSI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,A7 SB 55 TFSI q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,e-tron 55 q,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,e-tron GT quattro PF,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,e-tron SB 55 q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q2 35 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q3 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q3 40 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q3 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q3 SB 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q7 45 TDI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q7 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,Q8 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-11,RY1,AUDI,RS 3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
