เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2023-05,RY1,AUDI,A5 CP 40 TFSI S line,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,A5 CP 45 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,A5 SB 40 TFSI S line,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,A7 SB 45 TFSI,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,A7 SB 45 TFSI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,e-tron GT quattro PF,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,Q3 35 TFSI S line,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,Q3 40 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,Q3 SB 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,Q3 SB 40 TFSI q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,Q5 55 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,Q7 45 TDI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,RS 4 AV q,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,RS 5 Coupe quattro,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,TT Coupe 45 TFSI q S line,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,TT Coupe Final Icon Black,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-05,RY1,AUDI,TT RD 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
