เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2025-05,RY1,AION,AION V 602 LUXURY,754,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AION,AION Y PLUS,188,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AION,HYPTEC HT 620 LUXURY,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AION,HYPTEC HT 620 PREMIUM,228,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,ALFA ROMEO,GIULIA VELOCE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,ASTON MARTIN,DB12 V8 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,ASTON MARTIN,DBX 707,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A5 CP 40 TFSI S line,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A5 CP 40 TFSI S line eo,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A5 CP 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A5 SB 40 TFSI S line eo,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A5 SB 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A5 SB 45 TFSI q S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A6 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,A7 SB 55 TFSIe q Sline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q3 35 TFSI S line,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q3 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q3 SB 40 TFSI q S line BE,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q5 55 TFSI e q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q7 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q8 60 TFSI e q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q8 etron 55 q BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q8 SB e-tron 50 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q8 SB etron 55 q Sline BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,Q8 TFSI e q S line edition one,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,RS 3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,RS 4 AV q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,RS 6 Avant q performance,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,RS e-tron GT quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,RS Q3 Sportback quattro,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,S3 Sportback quattro,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,TT Coupe 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,TT Coupe Final Icon Black,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AUDI,TT RS Coupe q,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AVATR,AVATR 11 LONG RANGE,83,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,AVATR,AVATR 11 STANDARD RANGE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BENTLEY,BENTAYGA HYBRID,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BENTLEY,CONTINENTAL GT V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BENTLEY,FLYING SPUR HYBRID,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,220i Gran Coupe M Sport,66,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,320d,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,320d M Sport,91,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,320d Sport,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,320Li,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,320Li Limousine LWB RHD,21,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,330e M Sport,115,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,330Li,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,420i Coupe RHD,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,430i Cabrio RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,430i Convertible RHD,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,430i Coupe RHD,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,520d M Sport,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,520d M Sport Pro,54,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,530e Inspiring,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,530e Luxury,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,530e M Sport,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-05,RY1,BMW,530e M Sport Pro,46,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
