เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2025-12,RY1,AION,AION ES,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,AION UT 420 STANDARD,755,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,AION UT 500 PREMIUM,325,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,AION V 602 LUXURY,290,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,AION Y PLUS,48,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,AION Y PLUS 490 PREMIUM,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,HYPTEC HT 620 LUXURY,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,HYPTEC HT 620 PREMIUM,99,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AION,HYPTEC SSR,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,ASTON MARTIN,RAPIDE S,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 Avant e-hybrid q Tech Pro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 CP 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 CP 40 TFSI S line eo,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 CP 45 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 CP 45 TFSI q S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 SB 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 SB 40 TFSI S line eo,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 SB 45 TFSI q S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 SB e-hybrid q Tech Plus,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A5 SB e-hybrid q Tech Pro,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,A7 SPORTBACK 40 TDI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q3 40 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q3 SB 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q5 55 TFSI e q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q5 55 TFSI e q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q7 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q7 60 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q7 TFSI e q S line edition one,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q8 60 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q8 etron 55 q BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q8 SB etron 55 q Sline BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,Q8 TFSI e q S line edition one,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,RS 3 Sportback quattro,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,RS 5 Coupe q competition,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,RS 7 SB q performance,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,RS Q3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,S3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,TT Coupe 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,TT Coupe Final Icon Black,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,TT RS Coupe q,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AUDI,TT RS Heritage Edition,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AVATR,AVATR 11 LONG RANGE,31,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,AVATR,AVATR 11 STANDARD RANGE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BENTLEY,BENTAYGA ATELIER HYBRID,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BENTLEY,CONTINENTAL GT S V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,220 Gran Coupe M Sport Pr,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,220i Gran Coupe M Sport,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,320d M Sport,48,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,320d Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,320Li Limousine LWB RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,330e M Sport,29,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,330Li,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,430i Convertible RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,430i Coupe RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,520d M Sport,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,520d M Sport Pro,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,530e Inspiring,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,530e Luxury,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,530e M Sport,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,530e M Sport Pro,20,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,630i Gran Turismo RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,750e xDrive M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,i4 eDrive35 Gran Coupe RH,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,i4 M50 Gran Coupe RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,i5 eDrive40 RHD,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,i5 eDrive40 Touring RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,i5 M60 xDrive RHD,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,i7 xDrive60 Limousine RHD,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,iX xDrive40 RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,iX xDrive50 RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,iX1 eDrive20L,22,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,iX2 xDrive30 RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,iX3 M Sport RHD,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,M2 Coupe RHD MX,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,M240i xDrive Coupe RHD MX,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,M340i xDrive,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,M760e xDrive,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-12,RY1,BMW,M850i xDrive Cabrio RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
