เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2024-09,RY1,AION,AION ES,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AION,AION Y PLUS,284,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A5 CP 40 TFSI S line,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A5 CP 40 TFSI S line eo,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A5 CP 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A5 SB 40 TFSI S line,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A5 SB 40 TFSI S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,A7 SB 55 TFSIe q Sline BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,e-tron 55 q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,Q3 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,Q3 40 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,Q3 SB 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,Q5 55 TFSI e q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,Q5 55 TFSI e q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,Q7 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-09,RY1,AUDI,Q8 60 TFSI e q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
