เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2024-07,RY1,AION,AION ES,23,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AION,AION Y PLUS,371,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,ASTON MARTIN,DB12 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,ASTON MARTIN,DBX,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A4 40 TFSI S line IB,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A4 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 Coupe 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 CP 40 TFSI S line,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 CP 40 TFSI S line eo,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 CP 45 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 SB 40 TFSI S line,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 SB 40 TFSI S line eo,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A5 SB 45 TFSI q S line eo,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A6 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A6 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A7 SB 45 TFSI,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A7 SB 55 TFSIe q Sline BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,A8L 60 TFSIe q Pstg Sline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,Q3 35 TFSI S line,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,Q3 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,Q3 SB 40 TFSI q S line BE,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,Q5 55 TFSI e q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,Q5 55 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-07,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
