เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2024-12,RY1,AION,AION ES,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AION,AION Y PLUS,189,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AION,HYPTEC HT 620 LUXURY,43,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AION,HYPTEC HT 620 PREMIUM,110,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A4 AV 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A5 CP 40 TFSI S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A5 CP 40 TFSI S line eo,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A5 CP 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A5 SB 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,A5 SB 40 TFSI S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q3 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q3 SB 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q5 55 TFSI e q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q7 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q8 60 TFSI e q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q8 etron 55 q BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,Q8 SB etron 55 q Sline BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,RS 5 Coupe q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,RS 5 Coupe quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,RS Q8 q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,TT Coupe 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,TT Coupe Final Icon Black,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,TT RS Coupe q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AUDI,TT RS Heritage Edition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,AVATR,AVATR 11 LONG RANGE,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BENTLEY,FLYING SPUR HYBRID,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,220i Gran Coupe M Sport,45,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,320d GT Luxury,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,320d Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,320d M Sport,74,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,320d Sport,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,320Li,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,320Li Limousine LWB RHD,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,320Li Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,330e M Sport,76,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,330Li,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,330Li Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,420i Coupe RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,430i Cabrio RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,430i Coupe RHD,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,520d M Sport,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,520d M Sport Pro,21,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,520d Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,530e Highline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,530e Luxury,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,530e M Sport,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,530e M Sport Pro,37,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,630i Gran Turismo RHD,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,740d M Sport,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,750e xDrive M Sport,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,i4 eDrive35 Gran Coupe RH,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-12,RY1,BMW,i5 eDrive40 RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
