เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2024-10,RY1,AION,AION ES,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AION,AION Y PLUS,295,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AION,HYPTEC SSR,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,ASTON MARTIN,VANTAGE COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A3 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A5 CP 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A5 CP 40 TFSI S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A5 CP 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A5 SB 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A5 SB 40 TFSI S line eo,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A5 SB 45 TFSI q S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,A7 SB 55 TFSIe q Sline BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q3 35 TFSI S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q3 SB 40 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q5 55 TFSI e q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q5 55 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q7 60 TFSI e q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q8 60 TFSI e q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q8 etron 55 q BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,Q8 SB etron 55 q Sline BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,R8 COUPE V10 PERFORMANCE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,RS 4 AV q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,RS 5 Coupe quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,RS Q3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,TT Coupe Final Icon Black,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,AUDI,TT RD Final Icon Black,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BENTLEY,BENTAYGA HYBRID,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BENTLEY,CONTINENTAL GTC S,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BENTLEY,FLYING SPUR AZURE HYBRID,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BENTLEY,FLYING SPUR HYBRID,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BENTLEY,FLYING SPUR S HYBRID,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,220i Gran Coupe M Sport,49,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,220i Gran Coupe Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,320d GT Luxury,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,320d Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,320d M Sport,98,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,320Li Limousine LWB RHD,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,320Li Limousine RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,330e Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,330e M Sport,70,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,330Li,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,330Li Limousine RHD,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,420i Coupe RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,430i Cabrio RHD,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,430i Coupe RHD,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,520d M Sport,27,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,520d M Sport Pro,44,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,520d Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,530e Luxury,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,530e M Sport,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,530e M Sport Pro,34,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,630d Gran Turismo RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,630i Gran Turismo RHD,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,725Ld,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,730Ld M Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,740d M Sport,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,745Le xDrive M Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,750e xDrive M Sport,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,i4 eDrive35 Gran Coupe RH,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,i5 eDrive40 RHD,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,i5 M60 xDrive RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,i7 xDrive60 Limousine RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,iX xDrive40 RHD,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,iX xDrive50 RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,iX2 xDrive30 RHD,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,iX3 M Sport RHD,59,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,M2 Coupe RHD MX,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,M240i xDrive Coupe RHD MX,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,M340i xDrive,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,M760e xDrive,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 sDrive18d xLine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 sDrive18i,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 sDrive20d M Sport,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 sDrive20d xLine,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 sDrive20i M Sport,91,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 sDrive20i xLine,29,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 xDrive30e,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X1 xDrive30e M Sport,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X3 xDrive20d M Sport,32,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X3 xDrive30e M Sport,22,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X3 xDrive30e xLine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X4 xDrive20d RHD,26,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X5 xDrive30d M Sport,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X5 xDrive45e M Sport,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X5 xDrive50e RHD,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X6 xDrive40i M Sport,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,X7 xDrive40d M Sport,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,XM 50e RHD,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,Z4 M40i RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,Z4 M40i Roadster RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BMW,Z4 sDrive30i RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD ATTO 3,108,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD ATTO 3 (410KM),1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD ATTO3 (410KM-DYNAMIC),149,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD ATTO3 (410KM-PREMIUM),26,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD ATTO3 (480KM-EXT),164,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD DOLPHIN (435KM-STD),568,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD DOLPHIN (490KM-EXT),65,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD DOLPHIN EXD,43,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD DOLPHIN STD,26,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD M6 DYNAMIC,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD M6 EXTENDED,41,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-10,RY1,BYD,BYD SEAL EXD AWD,20,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
