เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2025-02,RY1,ABARTH,500e,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AION,AION ES,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AION,AION V 602 LUXURY,439,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AION,AION Y PLUS,149,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AION,HYPTEC HT 620 LUXURY,49,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AION,HYPTEC HT 620 PREMIUM,215,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AION,HYPTEC SSR,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,A5 CP 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,A5 CP 40 TFSI S line eo,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,A5 CP 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,A5 SB 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,A5 SB 40 TFSI S line eo,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q3 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q3 40 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q3 SB 40 TFSI q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q5 55 TFSI e q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q7 60 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q8 60 TFSI e q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,Q8 SB e-tron 50 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-02,RY1,AUDI,RS 5 Coupe q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
