เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2023-07,RY1,ASTON MARTIN,V8 VANTAGE S COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A3 SALOON 35 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A3 SB 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A4 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A4 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A5 CP 40 TFSI S line,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A5 CP 45 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A5 SB 40 TFSI S line,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A6 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A7 SB 45 TFSI,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,e-tron 55 q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,e-tron GT quattro PF,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,Q3 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,Q3 40 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,Q3 SB 40 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,Q3 SPORTBACK 35 TFSI S LINE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,Q5 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,Q8 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,RS 5 Coupe quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,RS 6 Avant quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,RS 7 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,TT Coupe 45 TFSI q S line,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,TT Coupe Final Icon Black,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,AUDI,TT RS Coupe q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BENTLEY,BENTAYGA HYBRID,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BENTLEY,CONTINENTAL GT V8,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BENTLEY,FLYING SPUR HYBRID,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,220i Gran Coupe M Sport,87,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,220i Gran Coupe Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320d GT Luxury,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320d GT M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320d GT Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320d Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320d M Sport,99,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320d Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320Li Limousine LWB RHD,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,320Li Limousine RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,330e M Sport,138,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,330Li,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,330Li Limousine RHD,14,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-07,RY1,BMW,430i Cabrio RHD,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
