เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2024-04,RY1,ABARTH,595 COMPETIZIONE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AION,AION ES,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AION,AION Y PLUS,294,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AIWAYS,U6,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,ALPINE,A110 S,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,ASTON MARTIN,DB11,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A4 AV 45 TFSI q S line IB,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A5 CP 40 TFSI S line,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A5 CP 45 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A5 SB 40 TFSI S line,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A5 SB 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A7 SB 55 TFSIe q Sline BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,A8 L TFSI E QUATTRO,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,e-tron SB 55 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,Q3 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2024-04,RY1,AUDI,Q3 40 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
