เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2022-02,RY1,ASTON MARTIN,DBS SUPERLEGGERA,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A4 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A5 CP 40 TFSI S line,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A5 CP 45 TFSI q S line BE,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A5 SB 40 TFSI S line,13,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A5 SB 45 TFSI q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A6 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A7 SB 45 TFSI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,e-tron 55 q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q2 35 TFSI,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q3 35 TFSI,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q3 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q3 40 TFSI q S line BE,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q3 SB 35 TFSI S line,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q3 SB 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q5 35 TDI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q5 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q7 45 TDI q,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q7 45 TDI q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,Q8 55 TFSI q S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,R8 COUPE V10 PERFORMANCE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,RS 4 AV q,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,RS 5 Coupe quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,RS 6 Avant quattro,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,RS Q3 Sportback quattro,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,TT Coupe 45 TFSI q S line,22,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,TT RD 45 TFSI q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,AUDI,TT RS Coupe q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BENTLEY,BENTAYGA HYBRID,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BENTLEY,BENTAYGA V8,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BENTLEY,CONTINENTAL GT,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BENTLEY,CONTINENTAL GT V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BENTLEY,CONTINENTAL GT V8 CONVERTIBLE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BENTLEY,FLYING SPUR V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,218i Gran Coupe RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,220i Gran Coupe M Sport,97,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,220i Gran Coupe Sport,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320d,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320d GT Luxury,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320d GT M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320d GT Sport,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320d Limousine RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320d M Sport,124,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320d Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,320Li Limousine RHD,26,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,330e M Sport,101,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,330i Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,330Li Limousine RHD,14,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,430i Coupe RHD,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,520d M Sport,93,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,520d Sport,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,520I,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,530e Elite,31,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,530e Highline,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,530e M Sport,61,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,630d Gran Turismo RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,630i Gran Turismo RHD,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,725Ld,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,730Ld M Sport,14,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,730Ld Pure Excellence,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,740Le xDrive M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,745Le xDrive M Sport,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,iX3 M Sport RHD,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,M2 Comptetition RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,M2 CS Coupe RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,M340i xDrive,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,M4 Competition Coupe RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X1 sDrive18d xLine,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X1 sDrive18i,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X1 sDrive20d M Sport,77,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X1 sDrive20d xLine,72,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X2 sDrive20i RHD,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X3 xDrive20d M Sport,34,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X3 xDrive20d RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X3 xDrive20d xLine,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X3 xDrive30e M Sport,23,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X3 xDrive30e xLine,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X4 xDrive20d RHD,27,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X5 xDrive30d M Sport,24,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X5 xDrive30d RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X5 xDrive30d xLine,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X5 xDrive40e M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X5 xDrive45e M Sport,37,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,X7 xDrive30d M Sport,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,Z4 M40i RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,Z4 M40i Roadster RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BMW,Z4 sDrive30i RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,BYD,E6,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,CHEVROLET,CAPTIVA,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,CHEVROLET,COLORADO C-CAB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,CHEVROLET,TRAILBLAZER,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,DACIA,SPRING,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2022-02,RY1,DFSK,GLORY 580 I-AUTO,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
