เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2025-11,RY1,AION,AION UT 420 STANDARD,370,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AION,AION UT 500 PREMIUM,129,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AION,AION V 602 LUXURY,214,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AION,AION Y PLUS,71,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AION,AION Y PLUS 490 PREMIUM,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AION,HYPTEC HT 620 LUXURY,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AION,HYPTEC HT 620 PREMIUM,84,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A5 Avant e-hybrid q Tech Pro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A5 CP 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A5 CP 40 TFSI S line eo,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A5 SB 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A5 SB 40 TFSI S line eo,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A5 SB e-hybrid q Tech Plus,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A7 SB 55 TFSIe q Sline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,A7 SB 55 TFSIe q Sline BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,Q3 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,Q3 SB 40 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,Q5 55 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,Q7 60 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,Q7 TFSI e q S line edition one,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,Q8 60 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-11,RY1,AUDI,Q8 etron 55 q BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
