เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2023-10,RY1,AION,AION Y PLUS,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,ASTON MARTIN,VANQUISH COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A3 SB 35 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A4 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A4 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A4 AV 45 TFSI q S line IB,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A5 CP 40 TFSI S line,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A5 CP 45 TFSI q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A5 SB 40 TFSI S line,14,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A5 SB 45 TFSI q S line BE,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A6 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A7 SB 45 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,A7 SB 55 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,e-tron GT quattro PF,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-10,RY1,AUDI,e-tron SB 55 q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
