เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2023-01,RY1,ASTON MARTIN,DB11 V8 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A3 SB 35 TFSI S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A4 AV 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A5 CP 40 TFSI S line,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A5 CP 45 TFSI q S line BE,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A5 SB 40 TFSI S line,20,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A6 40 TFSI S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A6 50 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,A6 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,e-tron 55 q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,e-tron SB 55 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q2 35 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q3 35 TFSI S line,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q3 40 TFSI q S line BE,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q3 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q3 SB 40 TFSI q S line BE,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q5 55 TFSI e q S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q5 55 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q7 45 TDI q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,Q7 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,RS 4 AV q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,RS 5 Coupe quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,RS 6 Avant quattro,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,RS 7 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,RS Q3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,S3 Sportback quattro,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,TT Coupe 45 TFSI q S line,18,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,TT RD 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,AUDI,TT RS Coupe q,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BENTLEY,BENTAYGA HYBRID,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BENTLEY,BENTAYGA V8 DIESEL,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BENTLEY,CONTINENTAL GT V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BENTLEY,CONTINENTAL GTC V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BENTLEY,FLYING SPUR HYBRID,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BENTLEY,MULSANNE SPEED,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,118i M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,220i Gran Coupe M Sport,106,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,220i Gran Coupe Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,320d,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,320d GT M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,320d GT Sport,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,320d Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,320d M Sport,110,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,320d Sport,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,320Li Limousine RHD,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,330e M Sport,132,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,330Li Limousine RHD,32,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,420D COUPE RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,430i Cabrio RHD,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,430i Coupe RHD,26,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,520d M Sport,82,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,530e Elite,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,530e Highline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,530e M Sport,68,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,530i Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,630d Gran Turismo RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,630i Gran Turismo RHD,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,730Ld,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,730Ld M Sport,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,745Le xDrive M Sport,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,840i M SPORT GRAN COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,i4 M50 Gran Coupe RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,iX xDrive50 RHD,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,iX3 M Sport RHD,31,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,I8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,M340i xDrive,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,M4 COMPETITION COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,M4 CSL Coupe RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,M5 Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,X1 sDrive18d xLine,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,X1 sDrive18i,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,X1 sDrive20d M Sport,109,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-01,RY1,BMW,X1 sDrive20d xLine,99,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
