เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2023-04,RY1,ASTON MARTIN,VANTAGE COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A3 2.0TDI S LINE SALOON MANUAL,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A3 SB 35 TFSI S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A4 AV 45 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A4 BLACK EDITION 35 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A5 CP 40 TFSI S line,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A5 CP 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A5 SB 40 TFSI S line,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A5 SB 45 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A6 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,A7 SB 45 TFSI,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,e-tron SB 55 q S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,Q2 35 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,Q3 35 TFSI S line,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,Q3 40 TFSI q S line BE,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,Q3 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,Q3 SB 40 TFSI q S line BE,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-04,RY1,AUDI,Q3 SPORTBACK BLACK EDITION 35,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
