เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2025-06,RY1,AION,AION ES,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AION,AION V 602 LUXURY,419,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AION,AION Y PLUS,184,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AION,HYPTEC HT 620 LUXURY,15,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AION,HYPTEC HT 620 PREMIUM,135,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,A5 CP 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,A5 CP 40 TFSI S line eo,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,A5 CP 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,A5 SB 40 TFSI S line eo,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q3 35 TFSI S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q3 40 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q3 SB 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q5 35 TDI q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q5 55 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q8 60 TFSI e q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q8 SB etron 55 q Sline BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,Q8 TFSI e q S line edition one,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,R8 V10 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,RS 6 Avant q performance,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,RS e-tron GT quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,TT Coupe 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,TT Coupe Final Icon Black,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,TT RD Final Icon Black,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AUDI,TT RS Coupe q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AVATR,AVATR 11 LONG RANGE,99,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,AVATR,AVATR 11 STANDARD RANGE,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BENTLEY,BENTAYGA HYBRID,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BENTLEY,CONTINENTAL GT V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BENTLEY,CONTINENTAL GTC V8,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BENTLEY,FLYING SPUR HYBRID S,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,220i Gran Coupe M Sport,60,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,320d,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,320d M Sport,107,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,320d Sport,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,320Li,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,320Li Limousine LWB RHD,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,330e M Sport,72,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-06,RY1,BMW,330Li,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
