เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2023-08,RY1,ASTON MARTIN,DB11,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A3 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A4 AV 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A4 AV 45 TFSI q S line IB,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A5 CP 40 TFSI S line,28,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A5 CP 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A5 SB 40 TFSI S line,19,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A5 SB 45 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A6 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,A7 SB 45 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,e-tron 55 q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,e-tron GT quattro PF,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,Q3 35 TFSI S line,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,Q3 40 TFSI q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,Q3 SB 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,Q5 55 TFSI e q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,RS 3 Sportback quattro,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,RS 4 AV q,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,RS 5 Coupe quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,RS e-tron GT quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-08,RY1,AUDI,RS Q3 Sportback quattro,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
