เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2025-03,RY1,AION,AION ES,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AION,AION V 602 LUXURY,604,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AION,AION Y PLUS,190,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AION,HYPTEC HT 620 LUXURY,43,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AION,HYPTEC HT 620 PREMIUM,249,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,ASTON MARTIN,DBX 707,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,ASTON MARTIN,VANTAGE COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A4 40 TFSI S line IB,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A5 CP 40 TFSI S line,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A5 CP 40 TFSI S line eo,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A5 CP 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A5 SB 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A5 SB 40 TFSI S line eo,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A5 SB 45 TFSI q S line eo,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A6 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,A7 SB 55 TFSIe q Sline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,e-tron GT quattro PF,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q3 35 TFSI S line,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q3 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q3 SB 40 TFSI q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q5 55 TFSI e q S line BE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q7 60 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q8 60 TFSI e q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q8 etron 55 q BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q8 SB e-tron 50 q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,Q8 SB etron 55 q Sline BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,RS 3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,RS 4 Avant q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-03,RY1,AUDI,RS 5 Coupe q competition,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
