เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2023-06,RY1,ASTON MARTIN,DB11 V12 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,ASTON MARTIN,DBS SUPERLEGGERA VOLANTE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,ASTON MARTIN,VANTAGE F1 ROADSTER,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A3 SB 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A4 AV 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A5 CP 40 TFSI S line,20,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A5 CP 45 TFSI q S line BE,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A5 SB 40 TFSI S line,25,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A5 SB 45 TFSI q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,A7 SB 45 TFSI,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,e-tron 55 q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,e-tron GT quattro PF,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,e-tron SB 55 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q3 35 TFSI S line,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q3 40 TFSI q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q3 SB 40 TFSI q S line BE,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q5 55 TFSI e q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q5 55 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q7 45 TFSI q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,Q8 60 TFSI e q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,RS 4 AV q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,RS 5 Coupe quattro,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,RS e-tron GT quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,RS Q3 Sportback quattro,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,TT Coupe 45 TFSI q S line,16,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,TT Coupe Final Icon Black,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,AUDI,TT RS Coupe q,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BENTLEY,BENTAYGA HYBRID,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BENTLEY,FLYING SPUR AZURE HYBRID,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BENTLEY,FLYING SPUR HYBRID,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BLAVAL,FHV7-A,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,220i Gran Coupe M Sport,113,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,220i Gran Coupe Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,320d GT Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,320d M Sport,120,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,320d Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,320I SPORT,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,320Li Limousine LWB RHD,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,320Li Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,330e,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,330e M Sport,154,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,330Li,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,330Li Limousine RHD,14,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,430i Cabrio RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,430i Coupe RHD,17,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,520d M Sport,80,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,520d Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,530e Elite,11,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,530e Luxury,10,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,530e M Sport,62,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,630d Gran Turismo RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,630i Gran Turismo RHD,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,730Ld M Sport,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,740Le xDrive M Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,745Le xDrive M Sport,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,750e xDrive M Sport,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,i4 M50 Gran Coupe RHD,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,i7 xDrive60 Limousine RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,iX xDrive40 RHD,30,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,iX xDrive50 RHD,8,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,iX3 M Sport RHD,74,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,M240i xDrive Coupe RHD MX,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,M3 Competition Limousine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,M340i xDrive,12,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,M4 Competition M xDrive C,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,M4 CSL,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,M8 COMPETITION COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,M850i xDrive Coupe RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X1 sDrive18d xLine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X1 sDrive18i,63,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X1 sDrive20d M Sport,55,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X1 sDrive20d xLine,92,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X2 sDrive20i RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X3 xDrive20d M Sport,34,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X3 xDrive20d xLine,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X3 xDrive30e M Sport,25,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X3 xDrive30e xLine,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X4 M RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X4 xDrive20d RHD,30,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X5 xDrive30d M Sport,43,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X5 xDrive45e M Sport,42,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2023-06,RY1,BMW,X6 xDrive40i M Sport,20,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
