เดือน,ประเภท,ยี่ห้อ,แบบรถ,จำนวน,ประเภทรถ (ต้นทาง)
2025-08,RY1,AION,AION ES,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AION,AION UT 420 STANDARD,388,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AION,AION UT 500 PREMIUM,113,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AION,AION V 602 LUXURY,125,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AION,AION Y PLUS,147,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AION,AION Y PLUS 490 PREMIUM,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AION,HYPTEC HT 620 LUXURY,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AION,HYPTEC HT 620 PREMIUM,45,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,ASTON MARTIN,DB12 COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,ASTON MARTIN,DBS SUPERLEGGERA COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,ASTON MARTIN,VANTAGE COUPE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A4 40 TFSI S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A4 AV 45 TFSI q S line IB,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A5 CP 40 TFSI S line,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A5 CP 40 TFSI S line eo,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A5 CP 45 TFSI q S line BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A5 SB 40 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A5 SB 40 TFSI S line eo,9,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A5 SB 45 TFSI q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A5 SB 45 TFSI q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,A8L 60 TFSIe q Pstg Sline,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,e-tron SB 55 q S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q3 35 TFSI S line,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q3 40 TFSI q S line BE,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q3 SB 40 TFSI q S line BE,4,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q5 55 TFSI e q S line BE,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q8 60 TFSI e q S line BE,3,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q8 etron 55 q BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,Q8 SB etron 55 q Sline BE,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,RS 4 AV q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,RS3 SPORTBACK,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,S3 Sportback quattro,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,TT Coupe 45 TFSI q S line,2,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,TT Coupe Final Icon Black,7,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AUDI,TT RS Coupe q,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AVATR,AVATR 11 LONG RANGE,51,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,AVATR,AVATR 11 STANDARD RANGE,5,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BENTLEY,BENTAYGA HYBRID,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,220i Gran Coupe M Sport,45,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,320d M Sport,84,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,320d Sport,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,320Li Limousine LWB RHD,45,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,330e M Sport,80,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,330Li,20,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,330Li Limousine RHD,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
2025-08,RY1,BMW,420i Coupe RHD,6,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
