period,registration_type,brand,model,units
2026-03,*,TOYOTA,YARIS ATIV,6405
2026-03,*,TOYOTA,HILUX TRAVO,4238
2026-03,*,TOYOTA,YARIS CROSS,3568
2026-03,*,TOYOTA,Hilux Revo,2909
2026-03,*,TOYOTA,COROLLA CROSS,1655
2026-03,*,TOYOTA,Fortuner,1626
2026-03,*,TOYOTA,Commuter,751
2026-03,*,TOYOTA,HILUX CHAMP,633
2026-03,*,TOYOTA,Camry,435
2026-03,*,TOYOTA,Yaris,412
2026-03,*,TOYOTA,VELOZ,381
2026-03,*,TOYOTA,Corolla,300
2026-03,*,TOYOTA,HIACE MAJESTY,156
2026-03,*,TOYOTA,Innova,161
2026-03,*,TOYOTA,VELLFIRE HYBRID Z PREMIER,127
2026-03,*,TOYOTA,BZ4X,46
2026-03,*,TOYOTA,ALPHARD HYBRID Z 2WD,84
2026-03,*,TOYOTA,Hiace,82
2026-03,*,TOYOTA,ALPHARD,68
2026-03,*,TOYOTA,ALPHARD Z 2WD,33
2026-03,*,TOYOTA,ALPHARD HYBRID Z 2.5L,28
2026-03,*,TOYOTA,ALPHARD HYBRID X,20
2026-03,*,TOYOTA,ALPHARD HYBRID Z E-FOUR,11
2026-03,*,TOYOTA,VELLFIRE,21
2026-03,*,TOYOTA,VELLFIRE Z PREMIER HYBRID 2.5L,13
2026-03,*,TOYOTA,VELLFIRE 2.5 HYBRID Z PREMIER,7
2026-03,*,TOYOTA,ALPHARD HYBRID Z,10
2026-03,*,TOYOTA,ALPHARD 2.5 HYBRID Z,8
2026-03,*,TOYOTA,ALPHARD HYBRID EXECUTIVE,12
2026-03,*,TOYOTA,ALPHARD Z HYBRID 2.5L,6
2026-03,*,TOYOTA,LAND CRUISER 250 ZX,4
2026-03,*,TOYOTA,ALPHARD Z 2WD 2.5L,4
2026-03,*,TOYOTA,C-HR,8
2026-03,*,TOYOTA,ALPHARD Z 2.5L,3
2026-03,*,TOYOTA,LAND CRUISER 70 AX,2
2026-03,*,TOYOTA,GR YARIS RZ HIGH PERFORMANCE,5
2026-03,*,TOYOTA,ALPHARD 2.5 HYBRID X,4
2026-03,*,TOYOTA,VOXY HYBRID S-Z,3
2026-03,*,TOYOTA,VELLFIRE Z PREMIER,5
2026-03,*,TOYOTA,LAND CRUISER 250 ZX FIRST,4
2026-03,*,TOYOTA,GR86 RC,3
2026-03,*,TOYOTA,ALPHARD 2.5 Z,4
2026-03,*,TOYOTA,VELLFIRE HYBRID EXECUTIVE,1
2026-03,*,TOYOTA,LAND CRUISER 300 ZX,2
2026-03,*,TOYOTA,ALPHARD HYBRID Z 2.5L E-FOUR,1
2026-03,*,TOYOTA,LAND CRUISER 250 VX,1
2026-03,*,TOYOTA,CROWN CROSSOVER RS ADVANCED,1
2026-03,*,TOYOTA,ALPHARD HYBRID X E-FOUR,2
2026-03,*,TOYOTA,HARRIER HYBRID Z LEATHER,3
2026-03,*,TOYOTA,LAND CRUISER 250 ZX 2.8L,2
2026-03,*,TOYOTA,VELLFIRE Z PREMIER E-FOUR,2
2026-03,*,TOYOTA,GR YARIS RC,2
2026-03,*,TOYOTA,LAND CRUISER 300 GR SPORT,2
2026-03,*,TOYOTA,ALPHARD X HYBRID 2.5L,1
2026-03,*,TOYOTA,VOXY HYBRID SZ 1.8L,3
2026-03,*,TOYOTA,GR86 RZ,2
2026-03,*,TOYOTA,GR86 RZ 2WD,1
2026-03,*,TOYOTA,LAND CRUISER 70 AX 2.8L 4WD,1
2026-03,*,TOYOTA,GR86 CUP CAR BASIC,2
2026-03,*,TOYOTA,ALPHARD HYBRID X 2.5L,1
2026-03,*,TOYOTA,GR SUPRA RZ 3.0,2
2026-03,*,TOYOTA,ALPHARD EXECUTIVE LOUNGE,1
2026-03,*,TOYOTA,VELLFIRE HYBRID Z 2.5L,2
2026-03,*,TOYOTA,ALPHARD Z HYBRID E-FOUR 2.5L,2
2026-03,*,TOYOTA,VELLFIRE HYBRID Z E-FOUR,1
2026-03,*,TOYOTA,GR YARIS,1
2026-03,*,TOYOTA,ALPHARD 2.5S C PACKAGE,1
2026-03,*,TOYOTA,GR 86 RZ,1
2026-03,*,TOYOTA,GR COROLLA,1
2026-03,*,TOYOTA,ไม่ระบุ,4
2026-03,*,TOYOTA,GR YARIS RZ,1
2026-03,*,TOYOTA,TR TRANSFORMER,2
2026-03,*,TOYOTA,ALPHARD S C PACKAGE,1
2026-03,*,TOYOTA,GR86 SZ,1
2026-03,*,TOYOTA,ALPHARD Z,1
2026-03,*,TOYOTA,CROWN HYBRID Z,1
2026-03,*,TOYOTA,GR SUPRA RZ,1
2026-03,*,TOYOTA,KDH222R-LEMDYT A1,1
2026-03,*,TOYOTA,GR86 RZ YELLOW LIMITED,1
2026-03,*,TOYOTA,ALPHARD SC PACKAGE 2.5L 2WD,1
2026-03,*,TOYOTA,GR YARIS RC AERO PERFORMANCE,1
2026-03,*,TOYOTA,GR YARIS RC 8AT 4WD,1
2026-03,*,TOYOTA,ALPHARD HYBRID S TYPE GOLD II,1
2026-03,*,TOYOTA,CROWN SPORT RS 70TH,1
2026-03,*,TOYOTA,VELLFIRE 250,1
2026-03,*,TOYOTA,ALPHARD 2.5L HYBRID X,1
2026-03,*,TOYOTA,LANDCRUISER LC300 ZX,1
2026-03,*,TOYOTA,KDH222R-LEMDYT B6,1
