period,registration_type,brand,model,units
2021-08,RY1,ASTON MARTIN,DB11 V12 AMR COUPE,1
2021-08,RY1,AUDI,A4 AV 45 TFSI q S line BE,2
2021-08,RY1,AUDI,A5 CP 40 TFSI S line,9
2021-08,RY1,AUDI,A5 CP 45 TFSI q S line BE,6
2021-08,RY1,AUDI,A5 Coupe 40 TFSI,1
2021-08,RY1,AUDI,A5 SB 40 TFSI S line,12
2021-08,RY1,AUDI,A5 SB 45 TFSI q S line BE,1
2021-08,RY1,AUDI,A6 40 TFSI S line,1
2021-08,RY1,AUDI,A6 AV 45 TFSI q S line BE,2
2021-08,RY1,AUDI,A7 SB 45 TFSI q,1
2021-08,RY1,AUDI,Q3 35 TFSI,2
2021-08,RY1,AUDI,Q3 35 TFSI S line,2
2021-08,RY1,AUDI,Q3 40 TFSI q S line BE,3
2021-08,RY1,AUDI,Q3 SB 35 TFSI S line,4
2021-08,RY1,AUDI,Q3 SB 40 TFSI q S line BE,4
2021-08,RY1,AUDI,Q5 40 TDI q,1
2021-08,RY1,AUDI,Q5 45 TFSI q S line BE,3
2021-08,RY1,AUDI,Q7 45 TDI q,5
2021-08,RY1,AUDI,Q7 45 TDI q S line,1
2021-08,RY1,AUDI,Q8 50 TDI QUATTRO,1
2021-08,RY1,AUDI,Q8 55 TFSI q S line,1
2021-08,RY1,AUDI,RS 4 AV q,2
2021-08,RY1,AUDI,RS 5 Coupe quattro,1
2021-08,RY1,AUDI,RS 7 SPORTBACK,1
2021-08,RY1,AUDI,RS 7 SPORTBACK TFSI QUATTRO,1
2021-08,RY1,AUDI,RS Q3 Sportback quattro,1
2021-08,RY1,AUDI,TT Coupe 45 TFSI q S line,11
2021-08,RY1,AUDI,TT RS Coupe q,3
2021-08,RY1,AUDI,e-tron SB 55 q S line,2
2021-08,RY1,BENTLEY,CONTINENTAL GT,1
2021-08,RY1,BENTLEY,CONTINENTAL GT V8,1
2021-08,RY1,BMW,218i Gran Coupe RHD,2
2021-08,RY1,BMW,220i Gran Coupe M Sport,83
2021-08,RY1,BMW,220i Gran Coupe Sport,1
2021-08,RY1,BMW,320d GT Luxury,10
2021-08,RY1,BMW,320d GT M Sport,1
2021-08,RY1,BMW,320d GT Sport,8
2021-08,RY1,BMW,320d Limousine RHD,3
2021-08,RY1,BMW,320d M Performance,1
2021-08,RY1,BMW,320d M Sport,120
2021-08,RY1,BMW,320i Sport,1
2021-08,RY1,BMW,330Li Limousine RHD,13
2021-08,RY1,BMW,330e M Sport,79
2021-08,RY1,BMW,330e Sport,3
2021-08,RY1,BMW,330i Limousine RHD,3
2021-08,RY1,BMW,430i Coupe RHD,16
2021-08,RY1,BMW,520d M Sport,63
2021-08,RY1,BMW,520d Sport,1
2021-08,RY1,BMW,525d Luxury,1
2021-08,RY1,BMW,530e Elite,26
2021-08,RY1,BMW,530e Highline,2
2021-08,RY1,BMW,530e M Sport,64
2021-08,RY1,BMW,630d Gran Turismo RHD,5
2021-08,RY1,BMW,630i Gran Turismo RHD,7
2021-08,RY1,BMW,730Ld M Sport,9
2021-08,RY1,BMW,745Le xDrive M Sport,5
2021-08,RY1,BMW,I8 ROADSTER,1
2021-08,RY1,BMW,M2 COUPE,1
2021-08,RY1,BMW,M2 CS COUPE,1
2021-08,RY1,BMW,M340i xDrive,9
2021-08,RY1,BMW,M4 COMPETITION COUPE,2
2021-08,RY1,BMW,X1 SDRIVE20D XLINE,57
2021-08,RY1,BMW,X1 sDrive18d M Sport,1
2021-08,RY1,BMW,X1 sDrive18d xLine,11
2021-08,RY1,BMW,X1 sDrive18i,6
2021-08,RY1,BMW,X1 sDrive20d M Sport,51
2021-08,RY1,BMW,X3 M RHD,1
2021-08,RY1,BMW,X3 xDrive20d M Sport,23
2021-08,RY1,BMW,X3 xDrive20d xLine,2
2021-08,RY1,BMW,X3 xDrive30e M Sport,12
2021-08,RY1,BMW,X3 xDrive30e xLine,15
2021-08,RY1,BMW,X4 xDrive20d M Sport,3
2021-08,RY1,BMW,X4 xDrive20d RHD,20
2021-08,RY1,BMW,X5 sDrive25d Pure Experie,2
2021-08,RY1,BMW,X5 xDrive30d M Sport,10
2021-08,RY1,BMW,X5 xDrive30d RHD,6
2021-08,RY1,BMW,X5 xDrive30d xLine,2
2021-08,RY1,BMW,X5 xDrive45e M Sport,19
2021-08,RY1,BMW,X6 xDrive30d RHD,2
2021-08,RY1,BMW,X7 xDrive30d M Sport,11
2021-08,RY1,BMW,Z4 M40i Roadster RHD,1
2021-08,RY1,BMW,Z4 SDRIVE20I RHD,1
2021-08,RY1,BMW,Z4 sDrive30i RHD,10
2021-08,RY1,BMW,i8 Roadster RHD,3
2021-08,RY1,CHEVROLET,CAPTIVA,4
2021-08,RY1,CHEVROLET,COLORADO C-CAB,3
2021-08,RY1,CHEVROLET,COLORADO C-CAB TRAIL BOSS,1
2021-08,RY1,CHEVROLET,TRAILBLAZER,1
2021-08,RY1,DAIHATSU,MOVE CANBUS G MAKEUP LIMITED,1
2021-08,RY1,FERRARI,812 GTS,1
2021-08,RY1,FERRARI,F8 SPIDER,1
2021-08,RY1,FERRARI,F8 TRIBUTO,2
2021-08,RY1,FERRARI,ROMA,1
2021-08,RY1,FIAT,500 HATCHBACK CONVERTIBLE,1
2021-08,RY1,FIAT,ABARTH 595 COMPETIZIONE,1
2021-08,RY1,FOMM,FOMM ONE,5
2021-08,RY1,FORD,EVEREST,366
2021-08,RY1,FORD,FORD EVEREST zJAE9BC,2
2021-08,RY1,FORD,FORD EVEREST zJAE9GD,1
2021-08,RY1,FORD,FORD RANGER,1
2021-08,RY1,FORD,Focus,1
2021-08,RY1,FORD,MUSTANG,5
2021-08,RY1,FORD,MUSTANG 2.3 ECOBOOST,1
2021-08,RY1,FORD,MUSTANG 2.3L CONVERTIBLE,1
2021-08,RY1,FORD,MUSTANG 2.3L ECOBOOST,2
2021-08,RY1,FORD,MUSTANG 2.3L ECOBOOST FASTBACK,3
2021-08,RY1,FORD,MUSTANG ECOBOOST PREMIUM,5
2021-08,RY1,FORD,RANGER,1426
2021-08,RY1,FORD,RANGER RAPTOR,128
2021-08,RY1,FORD,ไม่ระบุ,1
2021-08,RY1,FOTON,TUNLAND DC 4X2 S,3
2021-08,RY1,FOTON,TUNLAND DC 4X2 S PREMIUM,2
2021-08,RY1,HAVAL,H6 HEV PRO,2
2021-08,RY1,HAVAL,H6 HEV ULTRA,17
2021-08,RY1,HONDA,ACCORD,162
2021-08,RY1,HONDA,ACCORD HYBRID,101
2021-08,RY1,HONDA,BR-V,129
2021-08,RY1,HONDA,BRIO,1
2021-08,RY1,HONDA,BRIO AMAZE,2
2021-08,RY1,HONDA,CITY,1908
2021-08,RY1,HONDA,CITY HATCHBACK,1969
2021-08,RY1,HONDA,CIVIC,1029
2021-08,RY1,HONDA,CIVIC TYPE R GT,2
2021-08,RY1,HONDA,CR-V,425
2021-08,RY1,HONDA,E,1
2021-08,RY1,HONDA,HR-V,321
2021-08,RY1,HONDA,JAZZ,677
2021-08,RY1,HONDA,MOBILIO,8
2021-08,RY1,HONDA,N BOX CUSTOM G EX TURBO,2
2021-08,RY1,HONDA,N BOX G EX TURBO,1
2021-08,RY1,HONDA,NSX-R,1
2021-08,RY1,HONDA,ODYSSEY ABSOLUTE EX,3
2021-08,RY1,HONDA,ODYSSEY ABSOLUTE EX HYBRID,1
2021-08,RY1,HONDA,ODYSSEY e-HEV ABSOLUTE EX,2
2021-08,RY1,HONDA,STEPWAGON SPADA HYBRID EHEV G,3
2021-08,RY1,HONDA,STEPWAGON SPADA2.0 HYBRID,1
