period,registration_type,brand,model,units
2023-12,RY1,AION,AION Y PLUS,35
2023-12,RY1,AUDI,A3 SB 35 TFSI S line,1
2023-12,RY1,AUDI,A4 40 TFSI S line IB,4
2023-12,RY1,AUDI,A4 AV 45 TFSI q S line BE,1
2023-12,RY1,AUDI,A4 AV 45 TFSI q S line IB,3
2023-12,RY1,AUDI,A5 CP 40 TFSI S line,9
2023-12,RY1,AUDI,A5 CP 45 TFSI q S line BE,5
2023-12,RY1,AUDI,A5 SB 40 TFSI S line,7
2023-12,RY1,AUDI,A5 SB 45 TFSI q S line BE,2
2023-12,RY1,AUDI,Q3 35 TFSI S line,1
2023-12,RY1,AUDI,Q3 40 TFSI q S line BE,5
2023-12,RY1,AUDI,Q3 SB 40 TFSI q S line BE,1
2023-12,RY1,AUDI,Q5 55 TFSI e q S line BE,1
2023-12,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,1
2023-12,RY1,AUDI,Q7 60 TFSI e q S line BE,3
2023-12,RY1,AUDI,Q8 60 TFSI e q S line BE,1
2023-12,RY1,AUDI,Q8 etron 55 q BE,1
2023-12,RY1,AUDI,R8 COUPE V10 PERFORMANCE,1
2023-12,RY1,AUDI,RS 6 Avant quattro,2
2023-12,RY1,AUDI,RS 7 Sportback quattro,1
2023-12,RY1,AUDI,RS Q3 Sportback quattro,1
2023-12,RY1,AUDI,TT Coupe 45 TFSI q S line,4
2023-12,RY1,AUDI,TT Coupe Final Icon Black,4
2023-12,RY1,AUDI,TT RS Coupe q,1
2023-12,RY1,AUDI,TT RS Heritage Edition,1
2023-12,RY1,BENTLEY,BENTAYGA HYBRID,3
2023-12,RY1,BENTLEY,CONTINENTAL GT V8,1
2023-12,RY1,BENTLEY,FLYING SPUR MULLINER HYB,1
2023-12,RY1,BENTLEY,FLYING SPUR MULLINER HYBRID,1
2023-12,RY1,BMW,220i Gran Coupe M Sport,50
2023-12,RY1,BMW,320Li Limousine LWB RHD,7
2023-12,RY1,BMW,320Li Limousine RHD,1
2023-12,RY1,BMW,320d M Sport,74
2023-12,RY1,BMW,320d Sport,2
2023-12,RY1,BMW,330Li,6
2023-12,RY1,BMW,330Li Limousine RHD,2
2023-12,RY1,BMW,330e M Sport,60
2023-12,RY1,BMW,430i Cabrio RHD,1
2023-12,RY1,BMW,430i Coupe RHD,16
2023-12,RY1,BMW,520d M Sport,46
2023-12,RY1,BMW,530e Elite,1
2023-12,RY1,BMW,530e Luxury,15
2023-12,RY1,BMW,530e M Sport,41
2023-12,RY1,BMW,630I COUPE RHD,1
2023-12,RY1,BMW,630i Gran Turismo RHD,3
2023-12,RY1,BMW,730Ld M Sport,1
2023-12,RY1,BMW,740Le xDrive Pure Excellence,1
2023-12,RY1,BMW,745Le xDrive M Sport,2
2023-12,RY1,BMW,750e xDrive M Sport,7
2023-12,RY1,BMW,M2 COUPE,1
2023-12,RY1,BMW,M2 Coupe RHD MX,5
2023-12,RY1,BMW,M240i xDrive Coupe RHD MX,1
2023-12,RY1,BMW,M340i xDrive,7
2023-12,RY1,BMW,M4 Competition M xDrive C,1
2023-12,RY1,BMW,M440i xDrive Coupe RHD,1
2023-12,RY1,BMW,M760e xDrive,6
2023-12,RY1,BMW,M8 Gran Coupe RHD,1
2023-12,RY1,BMW,X1 sDrive18i,7
2023-12,RY1,BMW,X1 sDrive20d M Sport,10
2023-12,RY1,BMW,X1 sDrive20d xLine,19
2023-12,RY1,BMW,X1 sDrive20i M Sport,70
2023-12,RY1,BMW,X1 sDrive20i xLine,31
2023-12,RY1,BMW,X1 xDrive30e,4
2023-12,RY1,BMW,X3 xDrive20d M Sport,18
2023-12,RY1,BMW,X3 xDrive30e M Sport,10
2023-12,RY1,BMW,X4 xDrive20d RHD,16
2023-12,RY1,BMW,X5 xDrive30d M Sport,30
2023-12,RY1,BMW,X5 xDrive45e M Sport,9
2023-12,RY1,BMW,X5 xDrive50e RHD,2
2023-12,RY1,BMW,X6 xDrive40i M Sport,24
2023-12,RY1,BMW,X7 xDrive40d M Sport,18
2023-12,RY1,BMW,Z4 sDrive30i RHD,2
2023-12,RY1,BMW,i4 M50 Gran Coupe RHD,1
2023-12,RY1,BMW,i4 eDrive35 Gran Coupe RH,5
2023-12,RY1,BMW,i5 M60 xDrive RHD,3
2023-12,RY1,BMW,i5 eDrive40 RHD,1
2023-12,RY1,BMW,i7 xDrive60 Limousine RHD,12
2023-12,RY1,BMW,iX xDrive40 RHD,19
2023-12,RY1,BMW,iX xDrive50 RHD,3
2023-12,RY1,BMW,iX3 M Sport RHD,53
2023-12,RY1,BYD,BYD ATTO 3,591
2023-12,RY1,BYD,BYD ATTO 3 (410KM),130
2023-12,RY1,BYD,BYD DOLPHIN EXD,731
2023-12,RY1,BYD,BYD DOLPHIN STD,1338
2023-12,RY1,BYD,BYD SEAL EXD AWD,200
2023-12,RY1,BYD,BYD SEAL EXD RWD,951
2023-12,RY1,BYD,BYD SEAL STD RWD,114
2023-12,RY1,BYD,E6,7
2023-12,RY1,CHEVROLET,CAPTIVA,1
2023-12,RY1,DAIHATSU,COPEN 20TH ANNIVERSARY,1
2023-12,RY1,DAIHATSU,MOVE CANBUS,1
2023-12,RY1,DAIHATSU,MOVE CANBUS STRIPES G TURBO,1
2023-12,RY1,FERRARI,296 GTS,2
2023-12,RY1,FERRARI,F8 TRIBUTO,1
2023-12,RY1,FERRARI,PORTOFINO M,1
2023-12,RY1,FERRARI,ROMA,1
2023-12,RY1,FERRARI,SF90 SPIDER,1
2023-12,RY1,FIAT,500 ABARTH ELECTRIC HATCHBACK,1
2023-12,RY1,FOMM,FOMM ONE,1
2023-12,RY1,FORD,EVEREST,570
2023-12,RY1,FORD,EcoSport,1
2023-12,RY1,FORD,FORD EVEREST zJAE9GD,1
2023-12,RY1,FORD,FORD RANGER,1
2023-12,RY1,FORD,FORD RANGER iFBT9AR,1
2023-12,RY1,FORD,FORD RANGER iJBT9B4,1
2023-12,RY1,FORD,MUSTANG,2
2023-12,RY1,FORD,RANGER,789
2023-12,RY1,FORD,RANGER RAPTOR,150
2023-12,RY1,GWM TANK,300 HYBRID,50
2023-12,RY1,GWM TANK,500 HYBRID,27
2023-12,RY1,HAVAL,H6 HEV PRO,4
2023-12,RY1,HAVAL,H6 HEV ULTRA,63
2023-12,RY1,HAVAL,H6 PLUG-IN HYBRID,24
2023-12,RY1,HAVAL,JOLION HYBRID,177
2023-12,RY1,HONDA,ACCORD,148
2023-12,RY1,HONDA,ACCORD HYBRID,1
2023-12,RY1,HONDA,BR-V,70
2023-12,RY1,HONDA,CITY,866
2023-12,RY1,HONDA,CITY HATCHBACK,658
2023-12,RY1,HONDA,CIVIC,586
2023-12,RY1,HONDA,CIVIC TYPE R,4
2023-12,RY1,HONDA,CR-V,794
2023-12,RY1,HONDA,E ADVANCE,1
2023-12,RY1,HONDA,HR-V,958
2023-12,RY1,HONDA,JAZZ,4
2023-12,RY1,HONDA,S660,1
2023-12,RY1,HONDA,S660 SPOON 6MT,1
2023-12,RY1,HONDA,STEP WGN e-HEV AIR,2
2023-12,RY1,HONDA,STEP WGN e-HEV SPADA,1
2023-12,RY1,HONDA,STEP WGN e-HEV SPADA PREMIUM,10
2023-12,RY1,HONDA,STEPWGN e:HEV SPADA,2
2023-12,RY1,HONDA,WR-V,94
2023-12,RY1,HYUNDAI,CRETA,18
2023-12,RY1,HYUNDAI,GRAND STAREX,1
2023-12,RY1,HYUNDAI,STARGAZER,69
2023-12,RY1,ISUZU,CAB4 LS 3.0,1
2023-12,RY1,ISUZU,D-MAX,2912
2023-12,RY1,ISUZU,MU-X,942
2023-12,RY1,ISUZU,ไม่ระบุ,3
2023-12,RY1,JAGUAR,F-PACE 2.0 LITRE T/C PETROL,1
2023-12,RY1,JEEP,GLADIATOR RUBICON,1
2023-12,RY1,JEEP,WRANGLER RUBICON 2 DOOR,1
2023-12,RY1,JEEP,WRANGLER RUBICON 4 DOOR,4
2023-12,RY1,JEEP,WRANGLER V6 3-DOOR,1
2023-12,RY1,LAMBORGHINI,HURACAN EVO,1
2023-12,RY1,LAMBORGHINI,HURACAN EVO RWD SPYDER,1
2023-12,RY1,LAND ROVER,DEFENDER 2.0L T/C PETROL PHEV,1
2023-12,RY1,LAND ROVER,DEFENDER 90 75TH  LIMITED,4
2023-12,RY1,LAND ROVER,RANGE ROVER SPORT 3.0 LITRE,1
2023-12,RY1,LEXUS,ES300H,7
2023-12,RY1,LEXUS,IS300H,1
2023-12,RY1,LEXUS,LM300h,12
2023-12,RY1,LEXUS,LM350H,9
2023-12,RY1,LEXUS,NX350H,7
2023-12,RY1,LEXUS,NX450H+,2
2023-12,RY1,LEXUS,RX450H+,11
2023-12,RY1,LEXUS,RZ450E,1
2023-12,RY1,LEXUS,UX250H,3
2023-12,RY1,MANGIA,ไม่ระบุ,1
2023-12,RY1,MASERATI,GRECALE TROFEO,3
2023-12,RY1,MASERATI,QUATTROPORTE DIESEL GRANL,1
2023-12,RY1,MAZDA,MAZDA 2,359
2023-12,RY1,MAZDA,MAZDA 3,41
2023-12,RY1,MAZDA,MAZDA BT-50,22
2023-12,RY1,MAZDA,MAZDA CX-3,90
2023-12,RY1,MAZDA,MAZDA CX-30,174
2023-12,RY1,MAZDA,MAZDA CX-5,16
2023-12,RY1,MAZDA,MAZDA CX-8,48
2023-12,RY1,MAZDA,MAZDA MX-5,1
2023-12,RY1,MAZDA,MX-5 ROADSTER 990S,1
2023-12,RY1,MCLAREN,720S COUPE,1
2023-12,RY1,MCLAREN,720S SPIDER,1
2023-12,RY1,MCLAREN,ARTURA-COUPE,1
2023-12,RY1,MERCEDES BENZ,A 180,1
2023-12,RY1,MERCEDES BENZ,A 200,40
2023-12,RY1,MERCEDES BENZ,AMG C43 4MATIC Coupe,3
2023-12,RY1,MERCEDES BENZ,AMG CLS 53 4MATIC,10
2023-12,RY1,MERCEDES BENZ,AMG E 53 4MATIC+,1
2023-12,RY1,MERCEDES BENZ,AMG G 63,1
2023-12,RY1,MERCEDES BENZ,AMG GLA 35 4MATIC,3
2023-12,RY1,MERCEDES BENZ,AMG GLC 43 4MATIC Coupe,4
2023-12,RY1,MERCEDES BENZ,AMG GLE 53 4MATIC+,2
2023-12,RY1,MERCEDES BENZ,AMG GT 53 4MATIC+,1
2023-12,RY1,MERCEDES BENZ,AMG SL 43,1
2023-12,RY1,MERCEDES BENZ,C 200 Coupe,10
2023-12,RY1,MERCEDES BENZ,C 220 d,64
2023-12,RY1,MERCEDES BENZ,C 300 e,4
2023-12,RY1,MERCEDES BENZ,C 350 e,45
2023-12,RY1,MERCEDES BENZ,CLA250,1
2023-12,RY1,MERCEDES BENZ,CLS 220 d,33
2023-12,RY1,MERCEDES BENZ,CLS 300 d,5
2023-12,RY1,MERCEDES BENZ,CLS 300 d Coupe,1
2023-12,RY1,MERCEDES BENZ,E 200 Coupe,2
2023-12,RY1,MERCEDES BENZ,E 220 d,22
2023-12,RY1,MERCEDES BENZ,E 300 e,55
2023-12,RY1,MERCEDES BENZ,E 350 e,3
2023-12,RY1,MERCEDES BENZ,EQB 250,38
2023-12,RY1,MERCEDES BENZ,EQE 350 4MATIC SUV,6
2023-12,RY1,MERCEDES BENZ,EQS 450,1
2023-12,RY1,MERCEDES BENZ,EQS 500 4MATIC,16
2023-12,RY1,MERCEDES BENZ,G400 D,1
2023-12,RY1,MERCEDES BENZ,G400 D AMG,1
2023-12,RY1,MERCEDES BENZ,GLA 200,75
2023-12,RY1,MERCEDES BENZ,GLA 250,1
2023-12,RY1,MERCEDES BENZ,GLB 200,1
2023-12,RY1,MERCEDES BENZ,GLC 220 d,34
2023-12,RY1,MERCEDES BENZ,GLC 220 d 4MATIC Coupe,7
2023-12,RY1,MERCEDES BENZ,GLC 250 4MATIC Coupe,1
2023-12,RY1,MERCEDES BENZ,GLC 250 d 4MATIC,1
2023-12,RY1,MERCEDES BENZ,GLC 300 e 4MATIC,13
2023-12,RY1,MERCEDES BENZ,GLC 300 e 4MATIC Coupe,15
2023-12,RY1,MERCEDES BENZ,GLC 350 e 4MATIC,23
2023-12,RY1,MERCEDES BENZ,GLE 300 d 4MATIC,13
2023-12,RY1,MERCEDES BENZ,GLE 350 de 4MATIC,12
2023-12,RY1,MERCEDES BENZ,GLS 350 d 4MATIC,10
2023-12,RY1,MERCEDES BENZ,MAYBACH S680,1
2023-12,RY1,MERCEDES BENZ,Maybach S 580 4MATIC,1
2023-12,RY1,MERCEDES BENZ,Maybach S 580 e,7
2023-12,RY1,MERCEDES BENZ,S 350 d,2
2023-12,RY1,MERCEDES BENZ,S 500 L 4MATIC LIMOUSINE,1
2023-12,RY1,MERCEDES BENZ,S 580 e,5
2023-12,RY1,MERCEDES BENZ,V 250 d,6
2023-12,RY1,MERCEDES BENZ,V250 D,2
2023-12,RY1,MERCEDES BENZ,ไม่ระบุ,3
2023-12,RY1,MG,EP,295
2023-12,RY1,MG,ES,42
2023-12,RY1,MG,HS,76
2023-12,RY1,MG,HS PHEV,25
2023-12,RY1,MG,MAXUS 9,67
2023-12,RY1,MG,MG EXTENDER,41
