period,registration_type,brand,model,units
2021-03,RY1,ASTON MARTIN,DB11,1
2021-03,RY1,AUDI,A1 SB 35 TFSI S line,3
2021-03,RY1,AUDI,A4 AV 45 TFSI q S line BE,5
2021-03,RY1,AUDI,A5 CP 40 TFSI S line,10
2021-03,RY1,AUDI,A5 CP 45 TFSI q S line BE,7
2021-03,RY1,AUDI,A5 SB 40 TFSI S line,21
2021-03,RY1,AUDI,A5 SB 45 TFSI q S line BE,2
2021-03,RY1,AUDI,A6 40 TFSI S line,1
2021-03,RY1,AUDI,A6 AV 40 TFSI S line,2
2021-03,RY1,AUDI,A6 AV 45 TFSI q S line BE,2
2021-03,RY1,AUDI,A6 AV 55 TFSI q S line,1
2021-03,RY1,AUDI,A7 SB 45 TFSI q,2
2021-03,RY1,AUDI,A7 SB 55 TFSI q S line,3
2021-03,RY1,AUDI,A8 L 55 TFSI q Premium,1
2021-03,RY1,AUDI,Q2 35 TFSI,3
2021-03,RY1,AUDI,Q3 35 TFSI,1
2021-03,RY1,AUDI,Q3 35 TFSI S line,5
2021-03,RY1,AUDI,Q3 SB 35 TFSI S line,7
2021-03,RY1,AUDI,Q5 40 TDI q,5
2021-03,RY1,AUDI,Q5 45 TFSI q S line,1
2021-03,RY1,AUDI,Q7 45 TDI q,2
2021-03,RY1,AUDI,Q7 45 TDI q S line,5
2021-03,RY1,AUDI,Q7 55 TFSI q S line,1
2021-03,RY1,AUDI,Q8 50 TDI QUATTRO,1
2021-03,RY1,AUDI,Q8 55 TFSI q S line,4
2021-03,RY1,AUDI,RS 4 AV q,12
2021-03,RY1,AUDI,RS 6 AVANT TFSI QUATTRO,2
2021-03,RY1,AUDI,SQ8 VORSPRUNG TDI QUATTRO,1
2021-03,RY1,AUDI,TT Coupe 45 TFSI q S line,19
2021-03,RY1,AUDI,TT RD 45 TFSI q S line,1
2021-03,RY1,AUDI,TT RS Coupe q,2
2021-03,RY1,AUDI,TTS Coupe q,1
2021-03,RY1,AUDI,e-tron 55 q,4
2021-03,RY1,AUDI,e-tron SB 55 q S line,1
2021-03,RY1,BENTLEY,BENTAYGA HYBRID,1
2021-03,RY1,BENTLEY,BENTAYGA V8 DIESEL,1
2021-03,RY1,BENTLEY,CONTINENTAL GT,4
2021-03,RY1,BENTLEY,CONTINENTAL GT W12,2
2021-03,RY1,BENTLEY,FLYING SPUR,5
2021-03,RY1,BMW,118i M Sport,1
2021-03,RY1,BMW,218i Gran Coupe RHD,8
2021-03,RY1,BMW,220i Gran Coupe M Sport,42
2021-03,RY1,BMW,320d,2
2021-03,RY1,BMW,320d GT Luxury,19
2021-03,RY1,BMW,320d GT M Sport,3
2021-03,RY1,BMW,320d GT Sport,24
2021-03,RY1,BMW,320d Limousine RHD,7
2021-03,RY1,BMW,320d M Sport,121
2021-03,RY1,BMW,330Li Limousine RHD,1
2021-03,RY1,BMW,330e M Sport,109
2021-03,RY1,BMW,330e Sport,2
2021-03,RY1,BMW,330i Limousine RHD,3
2021-03,RY1,BMW,420D COUPE RHD,1
2021-03,RY1,BMW,430i Cabrio RHD,1
2021-03,RY1,BMW,430i Coupe RHD,9
2021-03,RY1,BMW,520d,1
2021-03,RY1,BMW,520d M Sport,104
2021-03,RY1,BMW,520d Sport,6
2021-03,RY1,BMW,530e Elite,29
2021-03,RY1,BMW,530e Highline,5
2021-03,RY1,BMW,530e Luxury,2
2021-03,RY1,BMW,530e M Sport,75
2021-03,RY1,BMW,530i Limousine RHD,1
2021-03,RY1,BMW,630d Gran Turismo RHD,13
2021-03,RY1,BMW,630i Gran Turismo RHD,13
2021-03,RY1,BMW,730Ld M Sport,16
2021-03,RY1,BMW,730Ld Pure Excellence,2
2021-03,RY1,BMW,740Le xDrive M Sport,1
2021-03,RY1,BMW,740Le xDrive Pure Excellence,1
2021-03,RY1,BMW,740Le xDrive iPerformance RHD,1
2021-03,RY1,BMW,745Le xDrive M Sport,15
2021-03,RY1,BMW,I8 RHD,1
2021-03,RY1,BMW,M2 CS Coupe RHD,2
2021-03,RY1,BMW,M2 Comptetition RHD,1
2021-03,RY1,BMW,M2 Coupe RHD,1
2021-03,RY1,BMW,M4 CS Coupe RHD,3
2021-03,RY1,BMW,M4 Coupe RHD,2
2021-03,RY1,BMW,X1 SDRIVE20D XLINE,65
2021-03,RY1,BMW,X1 sDrive18d xLine,44
2021-03,RY1,BMW,X1 sDrive18i,19
2021-03,RY1,BMW,X1 sDrive20d Highline,1
2021-03,RY1,BMW,X1 sDrive20d M Sport,107
2021-03,RY1,BMW,X2 sDrive20i RHD,5
2021-03,RY1,BMW,X3 xDrive20d M Sport,38
2021-03,RY1,BMW,X3 xDrive20d xLine,8
2021-03,RY1,BMW,X3 xDrive30e M Sport,18
2021-03,RY1,BMW,X3 xDrive30e xLine,7
2021-03,RY1,BMW,X3xDrive20d Highline,1
2021-03,RY1,BMW,X4 xDrive20d M Sport,2
2021-03,RY1,BMW,X4 xDrive20d RHD,39
2021-03,RY1,BMW,X5 sDrive25d Pure Experie,1
2021-03,RY1,BMW,X5 xDrive30d M Sport,27
2021-03,RY1,BMW,X5 xDrive30d RHD,9
2021-03,RY1,BMW,X5 xDrive30d xLine,3
2021-03,RY1,BMW,X5 xDrive45e M Sport,29
2021-03,RY1,BMW,X6 M50i RHD,1
2021-03,RY1,BMW,X6 xDrive30d RHD,4
2021-03,RY1,BMW,X7 M50d RHD,3
2021-03,RY1,BMW,X7 xDrive30d M Sport,3
2021-03,RY1,BMW,Z4 M40i RHD,1
2021-03,RY1,BMW,Z4 M40i Roadster RHD,4
2021-03,RY1,BMW,Z4 sDrive30i RHD,8
2021-03,RY1,BYD,M3,1
2021-03,RY1,BYD,T3,1
2021-03,RY1,CHEVROLET,CAPTIVA,20
2021-03,RY1,CHEVROLET,COLORADO,1
2021-03,RY1,CHEVROLET,COLORADO C-CAB,28
2021-03,RY1,CHEVROLET,COLORADO C-CAB MIDNIGHT,1
2021-03,RY1,CHEVROLET,COLORADO C-CAB TRAIL BOSS,4
2021-03,RY1,CHEVROLET,CORVETTE C8,1
2021-03,RY1,CHEVROLET,CRUZE,1
2021-03,RY1,CHEVROLET,TRAILBLAZER,13
2021-03,RY1,DFM,GLORY580,1
2021-03,RY1,FERRARI,488 GTB,1
