period,registration_type,brand,model,units
2026-06,*,TOYOTA,YARIS ATIV,5994
2026-06,*,TOYOTA,HILUX TRAVO,3498
2026-06,*,TOYOTA,YARIS CROSS,3132
2026-06,*,TOYOTA,Hilux Revo,2729
2026-06,*,TOYOTA,COROLLA CROSS,1565
2026-06,*,TOYOTA,Fortuner,1054
2026-06,*,TOYOTA,Commuter,600
2026-06,*,TOYOTA,HILUX CHAMP,685
2026-06,*,TOYOTA,Camry,403
2026-06,*,TOYOTA,Yaris,344
2026-06,*,TOYOTA,VELOZ,295
2026-06,*,TOYOTA,Corolla,231
2026-06,*,TOYOTA,LAND CRUISER FJ,279
2026-06,*,TOYOTA,HIACE MAJESTY,108
2026-06,*,TOYOTA,Innova,110
2026-06,*,TOYOTA,VELLFIRE HYBRID Z PREMIER,137
2026-06,*,TOYOTA,BZ4X,129
2026-06,*,TOYOTA,ALPHARD HYBRID Z 2WD,124
2026-06,*,TOYOTA,Hiace,57
2026-06,*,TOYOTA,ALPHARD,38
2026-06,*,TOYOTA,ALPHARD Z 2WD,25
2026-06,*,TOYOTA,ALPHARD HYBRID Z 2.5L,23
2026-06,*,TOYOTA,ALPHARD HYBRID X,28
2026-06,*,TOYOTA,ALPHARD HYBRID Z E-FOUR,18
2026-06,*,TOYOTA,VELLFIRE,17
2026-06,*,TOYOTA,VELLFIRE Z PREMIER HYBRID 2.5L,13
2026-06,*,TOYOTA,VELLFIRE 2.5 HYBRID Z PREMIER,9
2026-06,*,TOYOTA,ALPHARD HYBRID Z,5
2026-06,*,TOYOTA,ALPHARD 2.5 HYBRID Z,9
2026-06,*,TOYOTA,ALPHARD HYBRID EXECUTIVE,6
2026-06,*,TOYOTA,ALPHARD Z HYBRID 2.5L,5
2026-06,*,TOYOTA,LAND CRUISER 250 ZX,9
2026-06,*,TOYOTA,ALPHARD Z 2WD 2.5L,4
2026-06,*,TOYOTA,ALPHARD Z 2.5L,7
2026-06,*,TOYOTA,LAND CRUISER 70 AX,5
2026-06,*,TOYOTA,GR YARIS RZ HIGH PERFORMANCE,2
2026-06,*,TOYOTA,ALPHARD 2.5 HYBRID X,9
2026-06,*,TOYOTA,VOXY HYBRID S-Z,3
2026-06,*,TOYOTA,VELLFIRE Z PREMIER,3
2026-06,*,TOYOTA,LAND CRUISER 250 ZX FIRST,3
2026-06,*,TOYOTA,GR86 RC,4
2026-06,*,TOYOTA,ALPHARD 2.5 Z,3
2026-06,*,TOYOTA,VELLFIRE HYBRID EXECUTIVE,6
