period,registration_type,brand,model,units
2026-03,RY1,AION,AION UT 420 STANDARD,554
2026-03,RY1,AION,AION UT 500 PREMIUM,65
2026-03,RY1,AION,AION V 505 PREMIUM,1
2026-03,RY1,AION,AION V 602 LUXURY,337
2026-03,RY1,AION,AION Y PLUS,10
2026-03,RY1,AION,AION Y PLUS 490 PREMIUM,2
2026-03,RY1,AION,HYPTEC HT 620 LUXURY,2
2026-03,RY1,AION,HYPTEC HT 620 PREMIUM,13
2026-03,RY1,ASTON MARTIN,DB12 V8 COUPE,1
2026-03,RY1,ASTON MARTIN,VANTAGE COUPE,1
2026-03,RY1,ASTON MARTIN,VANTAGE F1 COUPE,1
2026-03,RY1,AUDI,A4 AV 45 TFSI q S line IB,1
2026-03,RY1,AUDI,A5 Avant e-hybrid q Tech Plus,1
2026-03,RY1,AUDI,A5 Avant e-hybrid q Tech Pro,3
2026-03,RY1,AUDI,A5 CP 40 TFSI S line,1
2026-03,RY1,AUDI,A5 CP 40 TFSI S line eo,3
2026-03,RY1,AUDI,A5 CP 45 TFSI q S line BE,2
2026-03,RY1,AUDI,A5 SB 40 TFSI S line eo,5
2026-03,RY1,AUDI,A5 SB 45 TFSI q S line BE,2
2026-03,RY1,AUDI,A5 SB e-hybrid q Tech Plus,3
2026-03,RY1,AUDI,A5 SB e-hybrid q Tech Pro,1
2026-03,RY1,AUDI,A6 40 TFSI S line,2
2026-03,RY1,AUDI,A7 SB 55 TFSIe q Sline,1
2026-03,RY1,AUDI,A7 SB 55 TFSIe q Sline BE,1
2026-03,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,1
2026-03,RY1,AUDI,Q7 TFSI e q S line edition one,1
2026-03,RY1,AUDI,Q8 TFSI e q S line edition one,4
2026-03,RY1,AUDI,Q8 etron 55 q BE,4
2026-03,RY1,AUDI,RS 5 Coupe q competition,1
2026-03,RY1,AUDI,RS 6 Avant q performance,1
2026-03,RY1,AUDI,RS Q3 SB edition 10 years,1
2026-03,RY1,AUDI,RS Q8 quattro performance,1
2026-03,RY1,AUDI,RS e-tron GT quattro,1
2026-03,RY1,AUDI,TT Coupe Final Icon Black,4
2026-03,RY1,AVATR,AVATR 11 LONG RANGE,29
2026-03,RY1,AVATR,AVATR 11 STANDARD RANGE,3
2026-03,RY1,BENTLEY,CONTINENTAL GT,1
2026-03,RY1,BMW,220 Gran Coupe M Sport Pr,58
2026-03,RY1,BMW,220i Gran Coupe M Sport,11
2026-03,RY1,BMW,320D,1
2026-03,RY1,BMW,320Li,1
2026-03,RY1,BMW,320Li Limousine LWB RHD,11
2026-03,RY1,BMW,320d Limousine RHD,1
2026-03,RY1,BMW,320d M Sport,91
2026-03,RY1,BMW,320d Sport,1
2026-03,RY1,BMW,330Li,1
2026-03,RY1,BMW,330Li Limousine RHD,1
2026-03,RY1,BMW,330e M Sport,48
2026-03,RY1,BMW,420i Coupe RHD,1
2026-03,RY1,BMW,430i Cabrio RHD,1
2026-03,RY1,BMW,430i Convertible RHD,4
2026-03,RY1,BMW,430i Coupe RHD,9
2026-03,RY1,BMW,520d M Sport,23
2026-03,RY1,BMW,520d M Sport Pro,39
2026-03,RY1,BMW,530e Inspiring,6
2026-03,RY1,BMW,530e M Sport,23
2026-03,RY1,BMW,530e M Sport Pro,33
2026-03,RY1,BMW,630i Gran Turismo RHD,1
2026-03,RY1,BMW,730Ld M Sport,1
2026-03,RY1,BMW,740d M Sport,4
2026-03,RY1,BMW,750e xDrive M Sport,3
2026-03,RY1,BMW,M2 CS,1
2026-03,RY1,BMW,M2 RHD,1
2026-03,RY1,BMW,M240i xDrive Coupe RHD MX,1
2026-03,RY1,BMW,M3 COMPETITION,1
2026-03,RY1,BMW,M340i xDrive,9
2026-03,RY1,BMW,M440i xDrive Coupe RHD,1
2026-03,RY1,BMW,M760e xDrive,2
2026-03,RY1,BMW,X1 sDrive20d xLine,3
2026-03,RY1,BMW,X1 sDrive20i M Sport,123
2026-03,RY1,BMW,X1 sDrive20i xLine,9
2026-03,RY1,BMW,X3 20d xDrive M Sport Pro,78
2026-03,RY1,BMW,X3 20d xDrive RHD,2
2026-03,RY1,BMW,X3 M50 xDrive,3
2026-03,RY1,BMW,X3 M50 xDrive RHD,1
2026-03,RY1,BMW,X3 xDrive20d M Sport,1
2026-03,RY1,BMW,X3 xDrive30e M Sport,5
2026-03,RY1,BMW,X4 M RHD,1
2026-03,RY1,BMW,X4 xDrive20d RHD,21
2026-03,RY1,BMW,X5 xDrive30d M Sport,21
2026-03,RY1,BMW,X5 xDrive45e M Sport,1
2026-03,RY1,BMW,X5 xDrive50e RHD,14
2026-03,RY1,BMW,X6 xDrive40i M Sport,16
2026-03,RY1,BMW,X7 xDrive40d M Sport,10
2026-03,RY1,BMW,XM 50e RHD,9
2026-03,RY1,BMW,Z4 M40i RHD,2
2026-03,RY1,BMW,Z4 sDrive30i RHD,3
2026-03,RY1,BMW,i4 M50 Gran Coupe RHD,4
2026-03,RY1,BMW,i4 eDrive35 Gran Coupe RH,3
2026-03,RY1,BMW,i5 M60 xDrive RHD,8
2026-03,RY1,BMW,i5 eDrive40 M Sport,1
2026-03,RY1,BMW,i5 eDrive40 RHD,25
2026-03,RY1,BMW,i7 eDrive50 RHD,6
2026-03,RY1,BMW,i7 xDrive60 Limousine RHD,8
2026-03,RY1,BMW,iX xDrive40 RHD,3
2026-03,RY1,BMW,iX xDrive50 RHD,6
2026-03,RY1,BMW,iX1 eDrive20L,53
2026-03,RY1,BMW,iX2 xDrive30 RHD,2
2026-03,RY1,BMW,iX3 M Sport RHD,13
2026-03,RY1,BYD,BYD ATTO3 (410KM-PREMIUM),4
2026-03,RY1,BYD,BYD ATTO3 (480KM-EXT),278
2026-03,RY1,BYD,BYD DOLPHIN (435KM-STD),101
2026-03,RY1,BYD,BYD DOLPHIN (490KM-EXT),42
2026-03,RY1,BYD,BYD M6 DYNAMIC,2
2026-03,RY1,BYD,BYD M6 EXTENDED,17
2026-03,RY1,BYD,BYD SEAL 5 DM-i PREMIUM,121
2026-03,RY1,BYD,BYD SEAL 5 DM-i STANDARD,2
2026-03,RY1,BYD,BYD SEAL EXD RWD,1
2026-03,RY1,BYD,BYD SEAL STD RWD,76
2026-03,RY1,BYD,BYD SEALION 6,3
2026-03,RY1,BYD,BYD SEALION 6 DM-i DYNAMIC,59
2026-03,RY1,BYD,BYD SEALION 6 DM-i PREMIUM,186
2026-03,RY1,BYD,BYD SEALION 7 AWD,21
2026-03,RY1,BYD,BYD SEALION 7 RWD,62
2026-03,RY1,CHANGAN,LUMIN,1
2026-03,RY1,CHANGAN,LUMIN L DC,84
2026-03,RY1,CHERY,V23 2WD PLAY,117
2026-03,RY1,CHERY,V23 2WD PLUS,274
2026-03,RY1,CHERY,V23 4WD PEAK,172
2026-03,RY1,DAIHATSU,COPEN CERO S,1
2026-03,RY1,DAIHATSU,MOVE CANBUS THEORY G TURBO,1
2026-03,RY1,DEEPAL,E07 PERFORMANCE AWD,2
2026-03,RY1,DEEPAL,E07 PLUS,3
2026-03,RY1,DEEPAL,L07,30
2026-03,RY1,DEEPAL,L07 S,15
2026-03,RY1,DEEPAL,S05 MAX,395
2026-03,RY1,DEEPAL,S05 PLUS,10
2026-03,RY1,DEEPAL,S05 REEV MAX,77
2026-03,RY1,DEEPAL,S07,139
2026-03,RY1,DEEPAL,S07 L,23
2026-03,RY1,DENZA,DENZA D9 AWD,13
2026-03,RY1,FERRARI,488 SPIDER,1
2026-03,RY1,FERRARI,PUROSANGUE,1
2026-03,RY1,FERRARI,ROMA SPIDER,1
2026-03,RY1,FOMM,FOMM ONE,1
2026-03,RY1,FORD,EVEREST,719
2026-03,RY1,FORD,Focus,1
2026-03,RY1,FORD,MUSTANG ECOBOOST PREMIUM,1
2026-03,RY1,FORD,MUSTANG GT PREMIUM FASTBACK,1
2026-03,RY1,FORD,RANGER,838
2026-03,RY1,FORD,RANGER RAPTOR,144
2026-03,RY1,FORD,RANGER SWB,1
2026-03,RY1,FOTON,eTUNLAND,4
2026-03,RY1,GAC,M8 PHEV PREMIUM,11
2026-03,RY1,GEELY,EX2,855
2026-03,RY1,GEELY,EX5,232
2026-03,RY1,GWM,GWM TANK 300,1004
2026-03,RY1,GWM,GWM TANK 500,112
2026-03,RY1,GWM,POER SAHAR,16
2026-03,RY1,GWM,WEY G9 PLUG-IN HYBRID,5
2026-03,RY1,GWM TANK,300 HYBRID,27
2026-03,RY1,GWM TANK,500 HYBRID,14
2026-03,RY1,HAVAL,H6 HEV PRO,1
2026-03,RY1,HAVAL,H6 HEV ULTRA,6
2026-03,RY1,HAVAL,H6 HYBRID,11
2026-03,RY1,HAVAL,H6 PLUG-IN HYBRID,67
2026-03,RY1,HAVAL,JOLION HYBRID,78
2026-03,RY1,HONDA,ACCORD,139
2026-03,RY1,HONDA,AMAZE,1
2026-03,RY1,HONDA,BR-V,1
2026-03,RY1,HONDA,CITY,1118
2026-03,RY1,HONDA,CITY HATCHBACK,1811
2026-03,RY1,HONDA,CIVIC,1022
2026-03,RY1,HONDA,CIVIC TYPE R,5
2026-03,RY1,HONDA,CR-V,788
2026-03,RY1,HONDA,HR-V,2284
2026-03,RY1,HONDA,JAZZ,1
2026-03,RY1,HONDA,N-BOX JOY TURBO,1
2026-03,RY1,HONDA,ODYSSEY e-HEV ABSOLUTE EX,4
2026-03,RY1,HONDA,PRELUDE e:HEV,2
2026-03,RY1,HONDA,S660 SPOON 6MT,1
2026-03,RY1,HONDA,STEP WGN,24
2026-03,RY1,HONDA,STEP WGN e-HEV SPADA PREMIUM,17
2026-03,RY1,HONDA,STEPWAGON e:HEV SPADA PREMIUM,1
2026-03,RY1,HONDA,WR-V,1
2026-03,RY1,HONDA,e:N1,19
2026-03,RY1,HONDA,e:N2,4
2026-03,RY1,HYUNDAI,CRETA,9
2026-03,RY1,HYUNDAI,IONIQ5,3
2026-03,RY1,HYUNDAI,IONIQ6,2
2026-03,RY1,HYUNDAI,PALISADE,20
2026-03,RY1,HYUNDAI,SANTA FE,52
2026-03,RY1,HYUNDAI,STARGAZER,14
2026-03,RY1,ISUZU,D-MAX,3027
2026-03,RY1,ISUZU,MU-X,1433
2026-03,RY1,ISUZU,ไม่ระบุ,9
2026-03,RY1,JAECOO,5 EV Long Range Dynamic,3
2026-03,RY1,JAECOO,5 EV Long Range Max,1175
2026-03,RY1,JAECOO,6 EV Long Range 2WD,6
2026-03,RY1,JAECOO,6 EV Long Range 2WD PRO,158
2026-03,RY1,JAECOO,6 EV Long Range 4WD,94
2026-03,RY1,JAECOO,6T EV Long Range 4WD,61
2026-03,RY1,JAECOO,7 SHS Max,87
2026-03,RY1,JEEP,WRANGLER RUBICON 4 DOOR,2
2026-03,RY1,JUNEYAO,JY AIR Standard,1
2026-03,RY1,KIA,CARNIVAL,9
2026-03,RY1,KIA,CARNIVAL HEV 7P LUXURY,26
2026-03,RY1,KIA,CARNIVAL HEV 7P PREMIUM,1
2026-03,RY1,KIA,EV5,21
2026-03,RY1,KIA,EV9 GT LINE AWD,1
2026-03,RY1,KIA,SORENTO,13
2026-03,RY1,LAMBORGHINI,HURACAN EVO RWD,2
2026-03,RY1,LAMBORGHINI,HURACAN STERRATO,1
2026-03,RY1,LAMBORGHINI,HURACAN TECNICA,2
2026-03,RY1,LAMBORGHINI,REVUELTO,2
2026-03,RY1,LAMBORGHINI,URUS,2
2026-03,RY1,LAMBORGHINI,URUS S,1
2026-03,RY1,LAMBORGHINI,URUS SE,2
2026-03,RY1,LAND ROVER,DEFENDER 2.0L T/C PETROL PHEV,1
2026-03,RY1,LAND ROVER,RANGE ROVER 3.0 LITRE T/C,4
2026-03,RY1,LAND ROVER,RANGE ROVER 3.0 LITRE T/C AWD,1
2026-03,RY1,LAND ROVER,RANGE ROVER SPORT 3.0 LITRE,1
2026-03,RY1,LAND ROVER,RANGE ROVER VELAR 2.0 LITRE,1
2026-03,RY1,LEAPMOTOR,B10 Design BEV,26
2026-03,RY1,LEAPMOTOR,B10 Style BEV,1
