period,registration_type,brand,model,units
2021-12,RY1,ARMSTRONG,SIDDELEY,2
2021-12,RY1,AUDI,A4 AV 45 TFSI q S line BE,2
2021-12,RY1,AUDI,A5 CP 40 TFSI S line,9
2021-12,RY1,AUDI,A5 CP 45 TFSI q S line BE,3
2021-12,RY1,AUDI,A5 SB 40 TFSI S line,3
2021-12,RY1,AUDI,A5 SB 45 TFSI q S line BE,3
2021-12,RY1,AUDI,A6 40 TFSI S line,1
2021-12,RY1,AUDI,A6 AV 45 TFSI q S line BE,1
2021-12,RY1,AUDI,A8 L 55 TFSI q Premium,1
2021-12,RY1,AUDI,Q2 35 TFSI,1
2021-12,RY1,AUDI,Q3 35 TFSI S line,3
2021-12,RY1,AUDI,Q3 40 TFSI q S line BE,1
2021-12,RY1,AUDI,Q3 SB 35 TFSI S line,4
2021-12,RY1,AUDI,Q3 SB 40 TFSI q S line BE,2
2021-12,RY1,AUDI,Q5 40 TDI q,1
2021-12,RY1,AUDI,Q5 45 TFSI q S line BE,1
2021-12,RY1,AUDI,Q7 55 TFSI q S line,1
2021-12,RY1,AUDI,Q8 55 TFSI q S line,3
2021-12,RY1,AUDI,RS 4 AV q,2
2021-12,RY1,AUDI,RS 5 Coupe quattro,3
2021-12,RY1,AUDI,RS 6 AVANT 25TH ANNIVERSARY,1
2021-12,RY1,AUDI,RS 6 Avant quattro,1
2021-12,RY1,AUDI,RS Q3 Sportback quattro,3
2021-12,RY1,AUDI,TT Coupe 45 TFSI q S line,17
2021-12,RY1,AUDI,e-tron SB 55 q S line,4
2021-12,RY1,BENTLEY,BENTAYGA HYBRID,4
2021-12,RY1,BENTLEY,FLYING SPUR,1
2021-12,RY1,BMW,220i Gran Coupe M Sport,71
2021-12,RY1,BMW,220i Gran Coupe Sport,9
2021-12,RY1,BMW,320Li Limousine RHD,12
2021-12,RY1,BMW,320d GT Luxury,2
2021-12,RY1,BMW,320d GT M Sport,1
2021-12,RY1,BMW,320d GT Sport,6
2021-12,RY1,BMW,320d M Sport,97
2021-12,RY1,BMW,320d Sport,2
2021-12,RY1,BMW,330Li Limousine RHD,15
2021-12,RY1,BMW,330e M Sport,67
2021-12,RY1,BMW,330e Sport,1
2021-12,RY1,BMW,330i Limousine RHD,1
2021-12,RY1,BMW,420I GRAN COUPE RHD,1
2021-12,RY1,BMW,430i Cabrio RHD,1
2021-12,RY1,BMW,430i Coupe RHD,5
2021-12,RY1,BMW,520d M Sport,63
2021-12,RY1,BMW,530e Elite,20
2021-12,RY1,BMW,530e Highline,7
2021-12,RY1,BMW,530e M Sport,36
