period,registration_type,brand,model,units
2023-12,*,TOYOTA,Hilux Revo,5266
2023-12,*,TOYOTA,YARIS ATIV,3232
2023-12,*,TOYOTA,Fortuner,1039
2023-12,*,TOYOTA,COROLLA CROSS,809
2023-12,*,TOYOTA,Yaris,764
2023-12,*,TOYOTA,VELOZ,452
2023-12,*,TOYOTA,Corolla,337
2023-12,*,TOYOTA,Commuter,416
2023-12,*,TOYOTA,Camry,190
2023-12,*,TOYOTA,YARIS CROSS,1164
2023-12,*,TOYOTA,ALPHARD 2.5S C PACKAGE,52
2023-12,*,TOYOTA,ALPHARD SC PACKAGE 2.5L,25
2023-12,*,TOYOTA,Innova,75
2023-12,*,TOYOTA,C-HR,5
2023-12,*,TOYOTA,Hiace,63
2023-12,*,TOYOTA,ALPHARD S C PACKAGE,5
2023-12,*,TOYOTA,ALPHARD SC PACKAGE,26
2023-12,*,TOYOTA,Sienta,2
2023-12,*,TOYOTA,ALPHARD 2.5 SC PACKAGE,4
2023-12,*,TOYOTA,ALPHARD 2.5L SC PACKAGE,12
2023-12,*,TOYOTA,ALPHARD HYBRID SRC PACKAGE,9
2023-12,*,TOYOTA,ALPHARD,12
2023-12,*,TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,2
2023-12,*,TOYOTA,VOXY HYBRID S-Z,9
2023-12,*,TOYOTA,ALPHARD 2.5L S C PACKAGE,5
2023-12,*,TOYOTA,ALPHARD HYBRID SRC 2.5L,3
2023-12,*,TOYOTA,VIOS,1
2023-12,*,TOYOTA,ALPHARD SRC HYBRID 2.5L,2
2023-12,*,TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,1
2023-12,*,TOYOTA,BZ4X,24
2023-12,*,TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,1
2023-12,*,TOYOTA,TR TRANSFORMER,3
2023-12,*,TOYOTA,VELLFIRE,2
2023-12,*,TOYOTA,ALPHARD HYBRID X,1
2023-12,*,TOYOTA,ALPHARD Z 2WD,10
2023-12,*,TOYOTA,ALPHARD 2.5 HYBRID S TYPE GOLD,2
2023-12,*,TOYOTA,VOXY S-Z 2WD,1
2023-12,*,TOYOTA,"ALPHARD 2.5S ""TYPE GOLD III""",2
2023-12,*,TOYOTA,GR86 RZ 10th ANNIVERSARY,5
2023-12,*,TOYOTA,GR86 RC,4
2023-12,*,TOYOTA,LAND CRUISER PRADO TZ G 2.8L,1
2023-12,*,TOYOTA,ALPHARD HYBRID SR C,1
2023-12,*,TOYOTA,GR YARIS RZ HIGH PERFORMANCE,1
2023-12,*,TOYOTA,LAND CRUISER ZX,1
2023-12,*,TOYOTA,LAND CRUISER PRADO TZ-G,1
2023-12,*,TOYOTA,YARIS GRMN CIRCUIT PACKAGE,3
2023-12,*,TOYOTA,LAND CRUISER 79 PICK UP 4.2,1
2023-12,*,TOYOTA,"ALPHARD S ""TYPE GOLD III""",2
2023-12,*,TOYOTA,ALPHARD 2.5 HYBRID EXECUTIVE,1
2023-12,*,TOYOTA,ALPHARD 2.5 HYBRID G F,1
2023-12,*,TOYOTA,ไม่ระบุ,1
2023-12,*,TOYOTA,ALPHARD GF HYBRID 2.5L,1
2023-12,*,TOYOTA,GR COROLLA RZ,1
2023-12,*,TOYOTA,KDH223R-LEMDYT B2,3
2023-12,*,TOYOTA,LANDCRUISER LC300 GR SPORT,1
2023-12,*,TOYOTA,ALPHARD Z 2.5L,3
2023-12,*,TOYOTA,LAND CRUISER AX,1
2023-12,*,TOYOTA,VELLFIRE HYBRID Z PREMIER,1
2023-12,*,TOYOTA,TGN16R-URMDMT  A8,3
2023-12,*,TOYOTA,HARRIER HYBRID Z,2
2023-12,*,TOYOTA,NOAH HYBRID X,1
2023-12,*,TOYOTA,VELLFIRE Z PREMIER HYBRID,2
2023-12,*,TOYOTA,D-Cab 4X2 2.5 J W PS-M/T,1
2023-12,*,TOYOTA,LAND CRUISER GR SPORT,1
2023-12,*,TOYOTA,ALPHARD HYBRID Z,2
2023-12,*,TOYOTA,TGN16R-URMDMT  A7,2
2023-12,*,TOYOTA,GT86 RACING,1
2023-12,*,TOYOTA,VELLFIRE Z PREMIER 2WD 2.5L,1
2023-12,*,TOYOTA,ALPHARD Z 4WD,1
2023-12,*,TOYOTA,VELLFIRE Z PREMIER HYBRID 2.5L,1
2023-12,*,TOYOTA,ALPHARD Z HYBRID 2.5L,1
2023-12,*,TOYOTA,VELLFIRE Z PREMIER,1
2023-12,*,TOYOTA,D-Cab 4x2 2.4J Plus,1
2023-12,*,TOYOTA,TGN16R-PRMSKT  A7,1
2023-12,*,TOYOTA,ALPHARD HYBRID Z 2.5L,1
2023-12,*,TOYOTA,ALPHARD 2.5S G PACKAGE,1
2023-12,*,ISUZU,D-MAX,5394
2023-12,*,ISUZU,mu-X,945
2023-12,*,ISUZU,ไม่ระบุ,172
2023-12,*,ISUZU,CAB4 LS 3.0,1
2023-12,*,HONDA,CITY HATCHBACK,658
2023-12,*,HONDA,HR-V,958
2023-12,*,HONDA,CITY,866
2023-12,*,HONDA,CIVIC,586
2023-12,*,HONDA,CR-V,794
2023-12,*,HONDA,ACCORD,148
2023-12,*,HONDA,WR-V,94
2023-12,*,HONDA,BR-V,70
2023-12,*,HONDA,JAZZ,4
2023-12,*,HONDA,STEP WGN e-HEV SPADA PREMIUM,10
2023-12,*,HONDA,CIVIC TYPE R,4
2023-12,*,HONDA,ACCORD HYBRID,1
2023-12,*,HONDA,STEPWGN e:HEV SPADA,2
2023-12,*,HONDA,STEP WGN e-HEV SPADA,1
2023-12,*,HONDA,STEP WGN e-HEV AIR,2
2023-12,*,HONDA,E ADVANCE,1
2023-12,*,HONDA,S660 SPOON 6MT,1
2023-12,*,HONDA,S660,1
2023-12,*,FORD,RANGER,982
2023-12,*,FORD,EVEREST,570
2023-12,*,FORD,RANGER RAPTOR,160
2023-12,*,FORD,RANGER SWB,6
2023-12,*,FORD,MUSTANG,2
2023-12,*,FORD,FORD RANGER,1
2023-12,*,FORD,FORD RANGER iFBT9AR,1
