period,registration_type,brand,model,units
2026-04,RY1,AION,AION UT 420 STANDARD,393
2026-04,RY1,AION,AION UT 500 PREMIUM,88
2026-04,RY1,AION,AION V 602 LUXURY,294
2026-04,RY1,AION,AION Y PLUS,17
2026-04,RY1,AION,AION Y PLUS 490 PREMIUM,5
2026-04,RY1,AION,HYPTEC HT 620 LUXURY,5
2026-04,RY1,AION,HYPTEC HT 620 PREMIUM,113
2026-04,RY1,ASTON MARTIN,DBX 707,2
2026-04,RY1,AUDI,A5 CP 40 TFSI S line eo,1
2026-04,RY1,AUDI,A5 CP 45 TFSI q S line BE,3
2026-04,RY1,AUDI,A5 SB 40 TFSI S line eo,2
2026-04,RY1,AUDI,A5 SB e-hybrid q Tech Pro,1
2026-04,RY1,AUDI,A7 SB 55 TFSIe q Sline,1
2026-04,RY1,AUDI,A8L 60 TFSIe q Pstg Sline,1
2026-04,RY1,AUDI,Q5 SB 55 TFSIe q S lineBE,1
2026-04,RY1,AUDI,Q6 e-tron Performance,1
2026-04,RY1,AUDI,Q7 45 TDI q,1
2026-04,RY1,AUDI,Q8 60 TFSI e q S line BE,3
2026-04,RY1,AUDI,Q8 SB etron 55 q Sline BE,1
2026-04,RY1,AUDI,Q8 etron 55 q BE,1
2026-04,RY1,AUDI,RS Q3 SB edition 10 years,1
2026-04,RY1,AUDI,S6 Sportback e-tron quattro,1
2026-04,RY1,AUDI,TT Coupe 45 TFSI q S line,4
2026-04,RY1,AUDI,TT Coupe Final Icon Black,5
2026-04,RY1,AUDI,TTS Coupe q,1
2026-04,RY1,AVATR,AVATR 07 MAX,15
2026-04,RY1,AVATR,AVATR 07 ULTRA AWD,9
2026-04,RY1,AVATR,AVATR 11 LONG RANGE,40
2026-04,RY1,AVATR,AVATR 11 STANDARD RANGE,4
2026-04,RY1,BENTLEY,BENTAYGA HYBRID,3
2026-04,RY1,BENTLEY,CONTINENTAL GT SPEED,1
2026-04,RY1,BENTLEY,CONTINENTAL GT V8,1
2026-04,RY1,BENTLEY,FLYING SPUR AZURE HYBRID,1
2026-04,RY1,BMW,220 Gran Coupe M Sport Pr,41
2026-04,RY1,BMW,220i Gran Coupe M Sport,8
2026-04,RY1,BMW,320Li Limousine LWB RHD,3
2026-04,RY1,BMW,320d M Sport,50
2026-04,RY1,BMW,330Li,2
2026-04,RY1,BMW,330e M Sport,44
2026-04,RY1,BMW,420i Coupe RHD,1
2026-04,RY1,BMW,430i Cabrio RHD,2
2026-04,RY1,BMW,430i Convertible RHD,6
2026-04,RY1,BMW,430i Coupe RHD,7
2026-04,RY1,BMW,520d M Sport,22
2026-04,RY1,BMW,520d M Sport Pro,25
2026-04,RY1,BMW,530e Elite,1
2026-04,RY1,BMW,530e Inspiring,6
2026-04,RY1,BMW,530e M Sport,8
2026-04,RY1,BMW,530e M Sport Pro,13
2026-04,RY1,BMW,630i Gran Turismo RHD,1
2026-04,RY1,BMW,740d M Sport,3
2026-04,RY1,BMW,750e xDrive M Sport,2
2026-04,RY1,BMW,M2 CS,1
2026-04,RY1,BMW,M2 RHD,1
2026-04,RY1,BMW,M240i xDrive Coupe RHD MX,4
2026-04,RY1,BMW,M3 Competition M xDrive T,1
2026-04,RY1,BMW,M340i xDrive,8
2026-04,RY1,BMW,M440i xDrive Coupe RHD,4
2026-04,RY1,BMW,X1 sDrive18i xLine,1
2026-04,RY1,BMW,X1 sDrive20d M Sport,1
2026-04,RY1,BMW,X1 sDrive20d xLine,5
2026-04,RY1,BMW,X1 sDrive20i M Sport,85
2026-04,RY1,BMW,X1 sDrive20i xLine,7
2026-04,RY1,BMW,X1 xDrive30e M Sport,1
2026-04,RY1,BMW,X3 20d xDrive M Sport Pro,50
2026-04,RY1,BMW,X3 20d xDrive RHD,1
2026-04,RY1,BMW,X3 M50 xDrive,7
2026-04,RY1,BMW,X3 xDrive20d M Sport,2
2026-04,RY1,BMW,X3 xDrive30e M Sport,5
2026-04,RY1,BMW,X4 xDrive20d RHD,16
