period,registration_type,brand,model,units
2021-11,RY1,AUDI,A1 SB 35 TFSI S line,1
2021-11,RY1,AUDI,A4 AV 45 TFSI q S line BE,3
2021-11,RY1,AUDI,A5 CP 40 TFSI S line,15
2021-11,RY1,AUDI,A5 CP 45 TFSI q S line BE,8
2021-11,RY1,AUDI,A5 SB 40 TFSI S line,15
2021-11,RY1,AUDI,A5 SB 45 TFSI q S line BE,4
2021-11,RY1,AUDI,A6 40 TFSI S line,2
2021-11,RY1,AUDI,A6 AV 40 TFSI S line,1
2021-11,RY1,AUDI,A6 AV 45 TFSI q S line BE,1
2021-11,RY1,AUDI,A7 SB 45 TFSI q,1
2021-11,RY1,AUDI,A8 L 55 TFSI q Prestige,1
2021-11,RY1,AUDI,Q3 35 TFSI,2
2021-11,RY1,AUDI,Q3 35 TFSI S line,3
2021-11,RY1,AUDI,Q3 40 TFSI q S line BE,6
2021-11,RY1,AUDI,Q3 SB 35 TFSI S line,2
2021-11,RY1,AUDI,Q3 SB 40 TFSI q S line BE,8
2021-11,RY1,AUDI,Q5 40 TDI q,1
2021-11,RY1,AUDI,Q5 45 TFSI q S line BE,2
2021-11,RY1,AUDI,Q7 45 TDI q,2
2021-11,RY1,AUDI,Q7 45 TDI q S line,1
2021-11,RY1,AUDI,Q7 45 TFSI q S line BE,1
2021-11,RY1,AUDI,Q7 55 TFSI q S line,1
2021-11,RY1,AUDI,Q8 55 TFSI q S line,3
2021-11,RY1,AUDI,RS 4 AV q,1
2021-11,RY1,AUDI,RS 5 Coupe quattro,5
2021-11,RY1,AUDI,RS 6 Avant quattro,2
2021-11,RY1,AUDI,RS Q3 Sportback quattro,3
2021-11,RY1,AUDI,RS Q8 q,1
2021-11,RY1,AUDI,TT Coupe 45 TFSI q S line,22
2021-11,RY1,AUDI,e-tron 55 q,1
2021-11,RY1,AUDI,e-tron SB 55 q S line,3
2021-11,RY1,BENTLEY,BENTAYGA HYBRID,1
2021-11,RY1,BENTLEY,CONTINENTAL GT,1
2021-11,RY1,BENTLEY,CONTINENTAL GT V8,2
2021-11,RY1,BENTLEY,FLYING SPUR,1
2021-11,RY1,BENZ,300GD,1
2021-11,RY1,BMW,218i Gran Coupe RHD,2
2021-11,RY1,BMW,220i Gran Coupe M Sport,109
2021-11,RY1,BMW,220i Gran Coupe Sport,17
2021-11,RY1,BMW,320Li Limousine RHD,4
2021-11,RY1,BMW,320d,1
2021-11,RY1,BMW,320d GT Luxury,7
2021-11,RY1,BMW,320d GT M Sport,1
2021-11,RY1,BMW,320d GT Sport,4
2021-11,RY1,BMW,320d Limousine RHD,2
2021-11,RY1,BMW,320d M Sport,83
2021-11,RY1,BMW,320d Sport,2
2021-11,RY1,BMW,330Li Limousine RHD,10
2021-11,RY1,BMW,330e M Sport,92
2021-11,RY1,BMW,330i Limousine RHD,2
2021-11,RY1,BMW,430i Cabrio RHD,2
2021-11,RY1,BMW,430i Coupe RHD,23
2021-11,RY1,BMW,520d,1
2021-11,RY1,BMW,520d M Sport,64
2021-11,RY1,BMW,520d Sport,1
2021-11,RY1,BMW,528i Luxury,1
2021-11,RY1,BMW,530e Elite,26
2021-11,RY1,BMW,530e Highline,5
2021-11,RY1,BMW,530e M Sport,69
2021-11,RY1,BMW,530i Limousine RHD,1
2021-11,RY1,BMW,630i Gran Turismo RHD,4
2021-11,RY1,BMW,730Ld,1
2021-11,RY1,BMW,730Ld M Sport,8
2021-11,RY1,BMW,740Le xDrive M Sport,1
2021-11,RY1,BMW,745Le xDrive M Sport,7
2021-11,RY1,BMW,M2 CS,1
2021-11,RY1,BMW,M2 CS Coupe RHD,1
2021-11,RY1,BMW,M340i xDrive,9
2021-11,RY1,BMW,M4 COMPETITION COUPE,1
2021-11,RY1,BMW,M4 Competition Coupe RHD,1
2021-11,RY1,BMW,M850i xDrive Coupe RHD,2
2021-11,RY1,BMW,X1 SDRIVE20D XLINE,70
2021-11,RY1,BMW,X1 sDrive18d xLine,13
2021-11,RY1,BMW,X1 sDrive18i,4
2021-11,RY1,BMW,X1 sDrive20d M Sport,45
2021-11,RY1,BMW,X3 xDrive20d M Sport,34
2021-11,RY1,BMW,X3 xDrive20d RHD,1
2021-11,RY1,BMW,X3 xDrive20d xLine,2
2021-11,RY1,BMW,X3 xDrive30e M Sport,19
2021-11,RY1,BMW,X3 xDrive30e xLine,12
2021-11,RY1,BMW,X4 xDrive20d M Sport,1
2021-11,RY1,BMW,X4 xDrive20d RHD,13
2021-11,RY1,BMW,X5 sDrive25d Pure Experie,3
2021-11,RY1,BMW,X5 xDrive30d M Sport,21
2021-11,RY1,BMW,X5 xDrive30d RHD,1
2021-11,RY1,BMW,X5 xDrive30d xLine,1
2021-11,RY1,BMW,X5 xDrive40e M Sport,2
2021-11,RY1,BMW,X5 xDrive45e M Sport,19
2021-11,RY1,BMW,X6 xDrive30d RHD,1
2021-11,RY1,BMW,X7 M50d RHD,1
2021-11,RY1,BMW,X7 xDrive30d M Sport,26
2021-11,RY1,BMW,Z4 M40i RHD,2
2021-11,RY1,BMW,Z4 sDrive30i RHD,9
2021-11,RY1,BYD,E6,5
2021-11,RY1,CHEVROLET,CAPTIVA,4
2021-11,RY1,DAIHATSU,MOVE CANBUS G MAKEUP LIMITED,1
2021-11,RY1,DFSK,GLORY 580 I-AUTO,1
2021-11,RY1,FERRARI,812 SUPERFAST,1
2021-11,RY1,FERRARI,F8 SPIDER,2
2021-11,RY1,FERRARI,F8 TRIBUTO,1
2021-11,RY1,FOMM,FOMM ONE,2
2021-11,RY1,FORD,EVEREST,367
2021-11,RY1,FORD,EcoSport,1
2021-11,RY1,FORD,Ford Everest,1
2021-11,RY1,FORD,MUSTANG,5
2021-11,RY1,FORD,MUSTANG 2.3L CONVERTIBLE,1
2021-11,RY1,FORD,MUSTANG 2.3L ECOBOOST FASTBACK,2
2021-11,RY1,FORD,MUSTANG ECOBOOST PREMIUM,1
2021-11,RY1,FORD,MUSTANG MACH 1,1
2021-11,RY1,FORD,MUSTANG MACH-E EXTENDED RANGE,1
2021-11,RY1,FORD,RANGER,1176
2021-11,RY1,FORD,RANGER RAPTOR,100
2021-11,RY1,FOTON,TUNLAND DC 4X2 S,7
2021-11,RY1,FOTON,TUNLAND DC 4X2 S PREMIUM,5
2021-11,RY1,HAVAL,H6 HEV PRO,23
2021-11,RY1,HAVAL,H6 HEV ULTRA,201
2021-11,RY1,HONDA,ACCORD,292
2021-11,RY1,HONDA,ACCORD HYBRID,30
2021-11,RY1,HONDA,BR-V,84
2021-11,RY1,HONDA,BRIO AMAZE,3
2021-11,RY1,HONDA,CITY,1625
2021-11,RY1,HONDA,CITY HATCHBACK,1800
2021-11,RY1,HONDA,CIVIC,1252
2021-11,RY1,HONDA,CR-V,297
2021-11,RY1,HONDA,HR-V,102
2021-11,RY1,HONDA,JAZZ,498
2021-11,RY1,HONDA,MOBILIO,4
2021-11,RY1,HONDA,N BOX CUSTOM GL TURBO,1
2021-11,RY1,HONDA,N-BOX CUSTOM L TURBO,2
2021-11,RY1,HONDA,N-BOX G EX SENSING,1
2021-11,RY1,HONDA,N-BOX G-EX TURBO,1
2021-11,RY1,HONDA,ODYSSEY ABSOLUTE EX HYBRID,1
2021-11,RY1,HONDA,STEP WGN e-HEV SPADA G EX,1
2021-11,RY1,HONDA,STEPWAGON SPADA HYBRID EHEV G,2
2021-11,RY1,HONDA,STEPWAGON SPADA2.0 HYBRID,1
2021-11,RY1,HONDA,STEPWGN HYBRID MODULO X 2.0L,1
2021-11,RY1,HONDA,STEPWGN SPADA HYBRID G-EX,1
2021-11,RY1,HYUNDAI,GRAND STAREX,5
2021-11,RY1,ISUZU,D-MAX,4985
2021-11,RY1,ISUZU,mu-X,906
2021-11,RY1,ISUZU,ไม่ระบุ,5
2021-11,RY1,JAGUAR,F-TYPE S 3.0L V6 S/C RWD,1
2021-11,RY1,JEEP,GLADIATOR RUBICON,1
2021-11,RY1,JEEP,WRANGLER RUBICON,4
2021-11,RY1,KIA,SOUL EV,1
2021-11,RY1,LAMBORGHINI,HURACAN EVO,1
2021-11,RY1,LAMBORGHINI,HURACAN EVO RWD,1
2021-11,RY1,LAMBORGHINI,URUS,4
2021-11,RY1,LAND ROVER,DEFENDER 2.0L T/C AWD AUTO SE,4
2021-11,RY1,LAND ROVER,DEFENDER 90 STATION WAGON,1
2021-11,RY1,LAND ROVER,DEFENDER3.0LITRE T/C AWD AUTO,1
2021-11,RY1,LAND ROVER,DISCOVERY SPORT 2.0L T/C,1
2021-11,RY1,LAND ROVER,RANGE ROVER SPORT 2.0L T/C,2
2021-11,RY1,LAND ROVER,RANGE ROVER SPORT SVR,1
2021-11,RY1,LAND ROVER,RANGE ROVER SPORT2.0L T/C,1
2021-11,RY1,LAND ROVER,RANGE ROVER VELAR3.0LITRE T/C,1
2021-11,RY1,LAND ROVER,RANGEROVER EVOQUE1.5LITRE T/C,2
2021-11,RY1,LAND ROVER,RANGEROVER2.0L T/C PETROL,1
2021-11,RY1,LEXUS,ES300h,10
2021-11,RY1,LEXUS,IS300h,6
2021-11,RY1,LEXUS,LM300h,31
2021-11,RY1,LEXUS,NX300h,5
2021-11,RY1,LEXUS,RX300,7
2021-11,RY1,LEXUS,UX250h,2
2021-11,RY1,LEXUS,UX300E,1
2021-11,RY1,LEXUS,ไม่ระบุ,2
2021-11,RY1,MASERATI,GHIBLI DIESEL GRANLUSSO,1
2021-11,RY1,MASERATI,GHIBLI GRANLUSSO,1
2021-11,RY1,MASERATI,LEVANTE DIESEL,1
2021-11,RY1,MASERATI,LEVANTE DIESEL GRANLUSSO,1
2021-11,RY1,MASERATI,LEVANTE S GRANSPORT,1
2021-11,RY1,MAZDA,MAZDA 2,1403
2021-11,RY1,MAZDA,MAZDA 3,139
2021-11,RY1,MAZDA,MAZDA BT50,1
2021-11,RY1,MAZDA,MAZDA CX-3,342
2021-11,RY1,MAZDA,MAZDA CX-30,394
2021-11,RY1,MAZDA,MAZDA CX-8,52
2021-11,RY1,MAZDA,MAZDA MX-5,1
2021-11,RY1,MAZDA,Mazda BT-50,28
2021-11,RY1,MAZDA,Mazda CX-5,60
2021-11,RY1,MAZDA,RX-7 SPIRIT R TYPE A,1
2021-11,RY1,MCLAREN,570GT COUPE,1
2021-11,RY1,MCLAREN,720S COUPE,1
